,title,artist,region,year,stream,Rank
2798,Meshtaq Moot,"Aseel Hameem, Hussain Al Ghazal",Saudi Arabia,2019,1189576,9
2799,Tholami,شيمي,Saudi Arabia,2019,1172094,10
2800,In My Mind,"Dynoro, Gigi D'Agostino",Slovakia,2018,923011,1
2801,IDGAF,Dua Lipa,Slovakia,2018,841775,2
2802,FRIENDS,"Marshmello, Anne-Marie",Slovakia,2018,792014,3
2803,One Kiss (with Dua Lipa),Calvin Harris,Slovakia,2018,773005,4
2804,V Meste Snov,Ego,Slovakia,2018,767222,5
2805,Nevermind,Dennis Lloyd,Slovakia,2018,757529,6
2806,Solo (feat. Demi Lovato),Clean Bandit,Slovakia,2018,727390,7
2807,Vozíme,"Ego, Ben Cristovao, Gyza",Slovakia,2018,724966,8
2808,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Slovakia,2018,713602,9
2809,Better Now,Post Malone,Slovakia,2018,664587,10
2810,Youngblood,5 Seconds of Summer,South Africa,2018,670058,1
2811,Eastside (with Halsey & Khalid),benny blanco,South Africa,2018,630826,2
2812,In My Feelings,Drake,South Africa,2018,580643,3
2813,Happier,"Marshmello, Bastille",South Africa,2018,572873,4
2814,Better Now,Post Malone,South Africa,2018,566124,5
2815,Girls Like You (feat. Cardi B),Maroon 5,South Africa,2018,563871,6
2816,Rise,"Jonas Blue, Jack & Jack",South Africa,2018,513967,7
2817,In My Mind,"Dynoro, Gigi D'Agostino",South Africa,2018,507792,8
2818,Lucid Dreams,Juice WRLD,South Africa,2018,486748,9
2819,SICKO MODE,Travis Scott,South Africa,2018,470468,10
2820,Dance Monkey,Tones And I,Sweden,2019,35544622,1
2821,Shallow,"Lady Gaga, Bradley Cooper",Sweden,2019,32144162,2
2822,bad guy,Billie Eilish,Sweden,2019,27483298,3
2823,I Don't Care (with Justin Bieber),Ed Sheeran,Sweden,2019,26877652,4
2824,Someone You Loved,Lewis Capaldi,Sweden,2019,26491108,5
2825,"""Rosa himmel (från """"Störst av allt"""")""",Molly Sandén,Sweden,2019,24835557,6
2826,Katten i trakten,Einár,Sweden,2019,23857274,7
2827,PIPPI,Dree Low,Sweden,2019,22483292,8
2828,Señorita,"Shawn Mendes, Camila Cabello",Sweden,2019,22329635,9
2829,Tillfälligheter,Veronica Maggio,Sweden,2019,22206882,10
2830,079,Lo & Leduc,Switzerland,2018,7375586,1
2831,God's Plan,Drake,Switzerland,2018,5704185,2
2832,Nevermind,Dennis Lloyd,Switzerland,2018,5580529,3
2833,In My Mind,"Dynoro, Gigi D'Agostino",Switzerland,2018,5243070,4
2834,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Switzerland,2018,4783517,5
2835,SAD!,XXXTENTACION,Switzerland,2018,4756617,6
2836,One Kiss (with Dua Lipa),Calvin Harris,Switzerland,2018,4630307,7
2837,I Like It,"Cardi B, Bad Bunny, J Balvin",Switzerland,2018,4390417,8
2838,X,"Nicky Jam, J Balvin",Switzerland,2018,4307378,9
2839,Better Now,Post Malone,Switzerland,2018,4154071,10
2840,ภาวนา,MEYOU,Thailand,2019,8103942,1
2841,Señorita,"Shawn Mendes, Camila Cabello",Thailand,2019,7945740,2
2842,เจ็บจนพอ,WANYAi,Thailand,2019,7494471,3
2843,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Thailand,2019,7311532,4
2844,ดีใจด้วยนะ(Glad),Ink Waruntorn,Thailand,2019,7101540,5
2845,พอเถอะ,MEAN,Thailand,2019,6691806,6
2846,ถ้าฉันเป็นเขา,Indigo,Thailand,2019,6561428,7
2847,Kill This Love,BLACKPINK,Thailand,2019,6410197,8
2848,รักติดไซเรน,"Ice Paris, Pearwah",Thailand,2019,6319034,9
2849,ลืมไป (feat. ปู่จ๋าน ลองไมค์),WANYAi,Thailand,2019,5888538,10
2850,Bilmem Mi?,Sefo,Turkey,2021,58699881,1
2851,Seni Dert Etmeler,Madrigal,Turkey,2021,58290557,2
2852,Krvn,UZI,Turkey,2021,57455523,3
2853,Dua,"Güneş, UZI",Turkey,2021,50286516,4
2854,Bul Beni,Ezhel,Turkey,2021,49622834,5
2855,Martılar,EDIS,Turkey,2021,49425293,6
2856,Umrumda Değil,UZI,Turkey,2021,49234542,7
2857,Makina,UZI,Turkey,2021,45270145,8
2858,ralli,"Lvbel C5, Batuflex",Turkey,2021,41092810,9
2859,Uzunlar - V1,Evdeki Saat,Turkey,2021,38047155,10
2860,God's Plan,Drake,United States,2018,453226629,1
2861,SAD!,XXXTENTACION,United States,2018,332633597,2
2862,Psycho (feat. Ty Dolla $ign),Post Malone,United States,2018,306877012,3
2863,Lucid Dreams,Juice WRLD,United States,2018,299907223,4
2864,Look Alive (feat. Drake),BlocBoy JB,United States,2018,266861797,5
2865,Nice For What,Drake,United States,2018,263455062,6
2866,Better Now,Post Malone,United States,2018,254098207,7
2867,In My Feelings,Drake,United States,2018,245715031,8
2868,Moonlight,XXXTENTACION,United States,2018,245410462,9
2869,I Like It,"Cardi B, Bad Bunny, J Balvin",United States,2018,240430007,10
2870,Người Hãy Quên 'em Đi,Mỹ Tâm,Vietnam,2018,1190123,1
2871,Bùa Yêu,Bich Phuong,Vietnam,2018,910196,2
2872,FAKE LOVE,BTS,Vietnam,2018,894373,3
2873,Girls Like You (feat. Cardi B),Maroon 5,Vietnam,2018,768776,4
2874,Havana (feat. Young Thug),Camila Cabello,Vietnam,2018,739569,5
2875,Muộn Màng Là Từ Lúc,Mỹ Tâm,Vietnam,2018,738997,6
2876,The Middle,"Zedd, Maren Morris, Grey",Vietnam,2018,736754,7
2877,Em mới là người yêu anh,MIN,Vietnam,2018,722902,8
2878,FRIENDS,"Marshmello, Anne-Marie",Vietnam,2018,709509,9
2879,All Falls Down (feat. Juliander),"Alan Walker, Noah Cyrus, Digital Farm Animals",Vietnam,2018,701564,10
2880,Calma - Remix,"Pedro Capó, Farruko",Argentina,2019,54107084,1
2881,Con Calma,"Daddy Yankee, Snow",Argentina,2019,52276128,2
2882,Adan y Eva,Paulo Londra,Argentina,2019,50467057,3
2883,Tal Vez,Paulo Londra,Argentina,2019,47857813,4
2884,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Argentina,2019,45972737,5
2885,Otro Trago,"Sech, Darell",Argentina,2019,43556876,6
2886,Secreto,"Anuel AA, KAROL G",Argentina,2019,40849662,7
2887,Callaita,"Bad Bunny, Tainy",Argentina,2019,40060719,8
2888,Con Altura,"ROSALÍA, J Balvin, El Guincho",Argentina,2019,39818836,9
2889,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Argentina,2019,38964404,10
2890,Shape of You,Ed Sheeran,Belgium,2017,11100581,1
2891,Something Just Like This,"The Chainsmokers, Coldplay",Belgium,2017,5470590,2
2892,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Belgium,2017,4790170,3
2893,It Ain't Me (with Selena Gomez),Kygo,Belgium,2017,4606860,4
2894,Symphony (feat. Zara Larsson),Clean Bandit,Belgium,2017,4448236,5
2895,You Don't Know Me - Radio Edit,"Jax Jones, RAYE",Belgium,2017,4389544,6
2896,Despacito (Featuring Daddy Yankee),Luis Fonsi,Belgium,2017,4285206,7
2897,Mama,"Jonas Blue, William Singe",Belgium,2017,4245543,8
2898,Krantenwijk,"Lil Kleine, Boef",Belgium,2017,4104378,9
2899,New Rules,Dua Lipa,Belgium,2017,4055202,10
2900,One Kiss (with Dua Lipa),Calvin Harris,Belgium,2018,7612176,1
2901,God's Plan,Drake,Belgium,2018,7261727,2
2902,FRIENDS,"Marshmello, Anne-Marie",Belgium,2018,5673793,3
2903,In My Mind,"Dynoro, Gigi D'Agostino",Belgium,2018,5671719,4
2904,SAD!,XXXTENTACION,Belgium,2018,5582615,5
2905,IDGAF,Dua Lipa,Belgium,2018,5542601,6
2906,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Belgium,2018,4967428,7
2907,Youngblood,5 Seconds of Summer,Belgium,2018,4842742,8
2908,Solo (feat. Demi Lovato),Clean Bandit,Belgium,2018,4708833,9
2909,Havana (feat. Young Thug),Camila Cabello,Belgium,2018,4668581,10
2910,Shape of You,Ed Sheeran,Canada,2017,47342929,1
2911,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Canada,2017,38560298,2
2912,HUMBLE.,Kendrick Lamar,Canada,2017,34245461,3
2913,Unforgettable,"French Montana, Swae Lee",Canada,2017,33943565,4
2914,rockstar,"Post Malone, 21 Savage",Canada,2017,29425761,5
2915,Congratulations,"Post Malone, Quavo",Canada,2017,26737715,6
2916,Mask Off,Future,Canada,2017,25245625,7
2917,It Ain't Me (with Selena Gomez),Kygo,Canada,2017,23307703,8
2918,Believer,Imagine Dragons,Canada,2017,22749692,9
2919,Passionfruit,Drake,Canada,2017,22569967,10
2920,Blinding Lights,The Weeknd,Canada,2020,54075826,1
2921,The Box,Roddy Ricch,Canada,2020,52533366,2
2922,Roses - Imanbek Remix,SAINt JHN,Canada,2020,47960218,3
2923,ROCKSTAR (feat. Roddy Ricch),DaBaby,Canada,2020,45747743,4
2924,Dance Monkey,Tones And I,Canada,2020,45443421,5
2925,Blueberry Faygo,Lil Mosey,Canada,2020,36919372,6
2926,Don't Start Now,Dua Lipa,Canada,2020,35081848,7
2927,Watermelon Sugar,Harry Styles,Canada,2020,34454534,8
2928,Life Is Good (feat. Drake),Future,Canada,2020,34285941,9
2929,Circles,Post Malone,Canada,2020,33571428,10
2930,Callaita,"Bad Bunny, Tainy",Chile,2019,53912635,1
2931,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Chile,2019,53073414,2
2932,Otro Trago,"Sech, Darell",Chile,2019,50924985,3
2933,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Chile,2019,50575652,4
2934,Amanece,"Anuel AA, Haze",Chile,2019,49059505,5
2935,Con Calma,"Daddy Yankee, Snow",Chile,2019,46312139,6
2936,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Chile,2019,44568170,7
2937,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",Chile,2019,44198701,8
2938,Secreto,"Anuel AA, KAROL G",Chile,2019,43095825,9
2939,No Te Enamores,Paloma Mami,Chile,2019,42064555,10
2940,Tusa,"KAROL G, Nicki Minaj",Chile,2020,53116487,1
2941,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Chile,2020,45488840,2
2942,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Chile,2020,45141514,3
2943,Hawái,Maluma,Chile,2020,44634792,4
2944,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Chile,2020,43862224,5
2945,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Chile,2020,43265830,6
2946,DÁKITI,"Bad Bunny, Jhay Cortez",Chile,2020,42746910,7
2947,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Chile,2020,41899572,8
2948,Ignorantes,"Bad Bunny, Sech",Chile,2020,40814385,9
2949,La Difícil,Bad Bunny,Chile,2020,39691521,10
2950,Shape of You,Ed Sheeran,Costa Rica,2017,7254643,1
2951,Me Rehúso,Danny Ocean,Costa Rica,2017,6714462,2
2952,Despacito (Featuring Daddy Yankee),Luis Fonsi,Costa Rica,2017,6191569,3
2953,Otra vez (feat. J Balvin),Zion & Lennox,Costa Rica,2017,4381088,4
2954,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",Costa Rica,2017,3980163,5
2955,Felices los 4,Maluma,Costa Rica,2017,3909996,6
2956,Reggaetón Lento (Bailemos),CNCO,Costa Rica,2017,3859248,7
2957,El Amante,Nicky Jam,Costa Rica,2017,3658914,8
2958,Mi Gente,"J Balvin, Willy William",Costa Rica,2017,3472146,9
2959,Escápate Conmigo,"Wisin, Ozuna",Costa Rica,2017,3419132,10
2960,Otro Trago,"Sech, Darell",Costa Rica,2019,6457610,1
2961,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Costa Rica,2019,5755808,2
2962,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Costa Rica,2019,5555237,3
2963,Calma - Remix,"Pedro Capó, Farruko",Costa Rica,2019,5546216,4
2964,Callaita,"Bad Bunny, Tainy",Costa Rica,2019,5427034,5
2965,Adan y Eva,Paulo Londra,Costa Rica,2019,5419983,6
2966,Con Calma,"Daddy Yankee, Snow",Costa Rica,2019,5194970,7
2967,Te Vi,"Piso 21, Micro TDH",Costa Rica,2019,4818755,8
2968,Tal Vez,Paulo Londra,Costa Rica,2019,4642517,9
2969,LA CANCIÓN,"J Balvin, Bad Bunny",Costa Rica,2019,4428728,10
2970,bad guy,Billie Eilish,Czech Republic,2019,4129651,1
2971,Až na měsíc,"Viktor Sheen, Nik Tendo, Calin, Hasan",Czech Republic,2019,3795546,2
2972,Señorita,"Shawn Mendes, Camila Cabello",Czech Republic,2019,3481884,3
2973,Shallow,"Lady Gaga, Bradley Cooper",Czech Republic,2019,3419319,4
2974,Someone You Loved,Lewis Capaldi,Czech Republic,2019,3332170,5
2975,Dance Monkey,Tones And I,Czech Republic,2019,3145542,6
2976,High Hopes,Panic! At The Disco,Czech Republic,2019,3111054,7
2977,Sweet but Psycho,Ava Max,Czech Republic,2019,3046508,8
2978,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Czech Republic,2019,2732843,9
2979,I Don't Care (with Justin Bieber),Ed Sheeran,Czech Republic,2019,2681885,10
2980,Me Rehúso,Danny Ocean,Ecuador,2017,6244306,1
2981,Despacito (Featuring Daddy Yankee),Luis Fonsi,Ecuador,2017,5590324,2
2982,Shape of You,Ed Sheeran,Ecuador,2017,5185044,3
2983,Felices los 4,Maluma,Ecuador,2017,4482045,4
2984,Una Lady Como Tú,Manuel Turizo,Ecuador,2017,3844293,5
2985,Otra vez (feat. J Balvin),Zion & Lennox,Ecuador,2017,3763924,6
2986,El Amante,Nicky Jam,Ecuador,2017,3639575,7
2987,Escápate Conmigo,"Wisin, Ozuna",Ecuador,2017,3472308,8
2988,Mi Gente,"J Balvin, Willy William",Ecuador,2017,3197238,9
2989,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Ecuador,2017,3185674,10
2990,Me Rehúso,Danny Ocean,El Salvador,2017,1986213,1
2991,Despacito (Featuring Daddy Yankee),Luis Fonsi,El Salvador,2017,1651311,2
2992,Shape of You,Ed Sheeran,El Salvador,2017,1546445,3
2993,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,El Salvador,2017,1331002,4
2994,Felices los 4,Maluma,El Salvador,2017,1197516,5
2995,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",El Salvador,2017,1177012,6
2996,Otra vez (feat. J Balvin),Zion & Lennox,El Salvador,2017,1159179,7
2997,Escápate Conmigo,"Wisin, Ozuna",El Salvador,2017,1152240,8
2998,El Amante,Nicky Jam,El Salvador,2017,1013290,9
2999,Reggaetón Lento (Bailemos),CNCO,El Salvador,2017,989974,10
3000,La kiffance,Naps,France,2021,87682112,1
3001,Petrouchka (feat. PLK),Soso Maness,France,2021,54279150,2
3002,MONTERO (Call Me By Your Name),Lil Nas X,France,2021,51560372,3
3003,Bande organisée,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",France,2021,47488787,4
3004,La Seleçao,"Alonzo, Jul, Naps",France,2021,44502116,5
3005,Le temps,Tayc,France,2021,44500713,6
3006,TDB,OBOY,France,2021,43445728,7
3007,HAINE&SEX,Gazo,France,2021,43177177,8
3008,Mona Lisa,"Booba, JSX",France,2021,39151910,9
3009,Fever,"Dua Lipa, Angèle",France,2021,37049390,10
3010,Blinding Lights,The Weeknd,Germany,2020,122234476,1
3011,Roller,Apache 207,Germany,2020,96135763,2
3012,Roses - Imanbek Remix,SAINt JHN,Germany,2020,90256755,3
3013,Breaking Me,"Topic, A7S",Germany,2020,82365045,4
3014,ROCKSTAR (feat. Roddy Ricch),DaBaby,Germany,2020,77474247,5
3015,Dance Monkey,Tones And I,Germany,2020,76144492,6
3016,Airwaves,Pashanim,Germany,2020,68591498,7
3017,Fame,Apache 207,Germany,2020,66280829,8
3018,Bläulich,Apache 207,Germany,2020,65848444,9
3019,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Germany,2020,63643777,10
3020,God's Plan,Drake,Greece,2018,1449111,1
3021,In My Feelings,Drake,Greece,2018,1116431,2
3022,I Like It,"Cardi B, Bad Bunny, J Balvin",Greece,2018,1075044,3
3023,no tears left to cry,Ariana Grande,Greece,2018,945774,4
3024,SAD!,XXXTENTACION,Greece,2018,935985,5
3025,IDGAF,Dua Lipa,Greece,2018,898070,6
3026,One Kiss (with Dua Lipa),Calvin Harris,Greece,2018,891422,7
3027,Havana (feat. Young Thug),Camila Cabello,Greece,2018,867264,8
3028,FRIENDS,"Marshmello, Anne-Marie",Greece,2018,818608,9
3029,Better Now,Post Malone,Greece,2018,814653,10
3030,銀河修理員,Dear Jane,Hong Kong,2020,4016878,1
3031,Señorita,"Shawn Mendes, Camila Cabello",Hong Kong,2020,3504619,2
3032,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,Hong Kong,2020,3419490,3
3033,Memories,Maroon 5,Hong Kong,2020,3277647,4
3034,How You Like That,BLACKPINK,Hong Kong,2020,2960835,5
3035,Blinding Lights,The Weeknd,Hong Kong,2020,2954271,6
3036,呼吸有害,Karen Mok,Hong Kong,2020,2896445,7
3037,說好不哭,"Jay Chou, 阿信",Hong Kong,2020,2827719,8
3038,Don't Start Now,Dua Lipa,Hong Kong,2020,2790324,9
3039,Dance Monkey,Tones And I,Hong Kong,2020,2713413,10
3040,Blinding Lights,The Weeknd,Hungary,2020,5613208,1
3041,Roses - Imanbek Remix,SAINt JHN,Hungary,2020,5479560,2
3042,Dance Monkey,Tones And I,Hungary,2020,4144379,3
3043,Breaking Me,"Topic, A7S",Hungary,2020,3938693,4
3044,Don't Start Now,Dua Lipa,Hungary,2020,3371819,5
3045,The Box,Roddy Ricch,Hungary,2020,3319650,6
3046,Olyan Ő,Bagossy Brothers Company,Hungary,2020,3077117,7
3047,Watermelon Sugar,Harry Styles,Hungary,2020,2931727,8
3048,Kings & Queens,Ava Max,Hungary,2020,2836519,9
3049,ROCKSTAR (feat. Roddy Ricch),DaBaby,Hungary,2020,2827543,10
3050,Señorita,"Shawn Mendes, Camila Cabello",India,2019,24224127,1
3051,"""Tujhe Kitna Chahne Lage (From """"Kabir Singh"""")""","Arijit Singh, Mithoon",India,2019,21425900,2
3052,"""Bekhayali (From """"Kabir Singh"""")""","Sachet Tandon, Sachet-Parampara",India,2019,17380880,3
3053,"""Duniyaa (From """"Luka Chuppi"""")""","Akhil, Dhvani Bhanushali, Abhijit Vaghani, Bob",India,2019,16084459,4
3054,Ve Maahi,"Arijit Singh, Asees Kaur",India,2019,15745884,5
3055,"""Ghungroo (From """"War"""")""","Arijit Singh, Shilpa Rao",India,2019,13901035,6
3056,"""Mere Sohneya (From """"Kabir Singh"""")""","Sachet Tandon, Parampara Tandon, Sachet-Parampara",India,2019,13495846,7
3057,"""Pachtaoge (From """"Jaani Ve"""")""","Arijit Singh, B Praak",India,2019,12760399,8
3058,"""Kaise Hua (From """"Kabir Singh"""")""",Vishal Mishra,India,2019,11312034,9
3059,"""Psycho Saiyaan (From """"Saaho"""")""","Sachet Tandon, Dhvani Bhanushali, Tanishk Bagchi",India,2019,11216031,10
3060,drivers license,Olivia Rodrigo,Ireland,2021,12313892,1
3061,good 4 u,Olivia Rodrigo,Ireland,2021,11672480,2
3062,Bad Habits,Ed Sheeran,Ireland,2021,10294217,3
3063,Heat Waves,Glass Animals,Ireland,2021,9532926,4
3064,Levitating (feat. DaBaby),Dua Lipa,Ireland,2021,8950343,5
3065,MONTERO (Call Me By Your Name),Lil Nas X,Ireland,2021,8752225,6
3066,STAY (with Justin Bieber),The Kid LAROI,Ireland,2021,8385906,7
3067,The Business,Tiësto,Ireland,2021,8204437,8
3068,Kiss Me More (feat. SZA),Doja Cat,Ireland,2021,7378411,9
3069,BED,"Joel Corry, RAYE, David Guetta",Ireland,2021,7293421,10
3070,Mediterranea,Irama,Italy,2020,62727633,1
3071,Good Times,Ghali,Italy,2020,61690802,2
3072,M' Manc (con Geolier & Sfera Ebbasta),Shablo,Italy,2020,60273522,3
3073,Superclassico,Ernia,Italy,2020,55289763,4
3074,A Un Passo Dalla Luna,"Rocco Hunt, Ana Mena",Italy,2020,53384855,5
3075,blun7 a swishland,tha Supreme,Italy,2020,51339951,6
3076,Karaoke,"Boomdabash, Alessandra Amoroso",Italy,2020,48199442,7
3077,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,Italy,2020,43673074,8
3078,Chico (feat. Rose Villain & Luchè),"Guè Pequeno, Luche",Italy,2020,43315936,9
3079,Boogieman (feat. Salmo),Ghali,Italy,2020,42104225,10
3080,All I Want for Christmas Is You,Mariah Carey,Luxembourg,2020,67540,1
3081,Last Christmas,Wham!,Luxembourg,2020,63577,2
3082,ROCKSTAR (feat. Roddy Ricch),DaBaby,Luxembourg,2020,62635,3
3083,Blinding Lights,The Weeknd,Luxembourg,2020,61660,4
3084,Mood (feat. iann dior),24kGoldn,Luxembourg,2020,50752,5
3085,Rockin' Around The Christmas Tree,Brenda Lee,Luxembourg,2020,49887,6
3086,Jingle Bell Rock,Bobby Helms,Luxembourg,2020,49810,7
3087,It's Beginning to Look a Lot like Christmas,Michael Bublé,Luxembourg,2020,49190,8
3088,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Luxembourg,2020,47476,9
3089,Santa Tell Me,Ariana Grande,Luxembourg,2020,47274,10
3090,Shape of You,Ed Sheeran,Netherlands,2017,55204354,1
3091,Krantenwijk,"Lil Kleine, Boef",Netherlands,2017,34655841,2
3092,Energie,"Ronnie Flex, Frenna",Netherlands,2017,31050589,3
3093,Habiba,Boef,Netherlands,2017,29106437,4
3094,It Ain't Me (with Selena Gomez),Kygo,Netherlands,2017,27643891,5
3095,Alleen,Lil Kleine,Netherlands,2017,27333209,6
3096,Come Again,"Ronnie Flex, Boef",Netherlands,2017,26575462,7
3097,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Netherlands,2017,25819652,8
3098,Unforgettable,"French Montana, Swae Lee",Netherlands,2017,24410014,9
3099,Something Just Like This,"The Chainsmokers, Coldplay",Netherlands,2017,24069460,10
3100,drivers license,Olivia Rodrigo,New Zealand,2021,8808138,1
3101,Heat Waves,Glass Animals,New Zealand,2021,8617541,2
3102,Kiss Me More (feat. SZA),Doja Cat,New Zealand,2021,7669475,3
3103,good 4 u,Olivia Rodrigo,New Zealand,2021,7316250,4
3104,Levitating (feat. DaBaby),Dua Lipa,New Zealand,2021,7076632,5
3105,Why Oh Why,L.A.B.,New Zealand,2021,6910263,6
3106,STAY (with Justin Bieber),The Kid LAROI,New Zealand,2021,6611266,7
3107,Controller,L.A.B.,New Zealand,2021,6497261,8
3108,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,New Zealand,2021,6400682,9
3109,Heartbreak Anniversary,Giveon,New Zealand,2021,6395374,10
3110,Callaita,"Bad Bunny, Tainy",Paraguay,2019,6290257,1
3111,Otro Trago,"Sech, Darell",Paraguay,2019,5974025,2
3112,LA CANCIÓN,"J Balvin, Bad Bunny",Paraguay,2019,5649494,3
3113,Secreto,"Anuel AA, KAROL G",Paraguay,2019,5553081,4
3114,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Paraguay,2019,5111441,5
3115,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Paraguay,2019,5044099,6
3116,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",Paraguay,2019,4871127,7
3117,Tal Vez,Paulo Londra,Paraguay,2019,4832011,8
3118,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Paraguay,2019,4785069,9
3119,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Paraguay,2019,4603286,10
3120,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Peru,2019,29141737,1
3121,Te Vi,"Piso 21, Micro TDH",Peru,2019,25629608,2
3122,Secreto,"Anuel AA, KAROL G",Peru,2019,24693334,3
3123,Con Calma,"Daddy Yankee, Snow",Peru,2019,23687673,4
3124,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Peru,2019,23562898,5
3125,Callaita,"Bad Bunny, Tainy",Peru,2019,23355876,6
3126,Calma - Remix,"Pedro Capó, Farruko",Peru,2019,23319055,7
3127,Otro Trago,"Sech, Darell",Peru,2019,21666101,8
3128,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Peru,2019,21466590,9
3129,Adan y Eva,Paulo Londra,Peru,2019,20958195,10
3130,Astronaut In The Ocean,Masked Wolf,Saudi Arabia,2021,4614272,1
3131,ليه الجفا,Abdullah Al Farwan,Saudi Arabia,2021,3564713,2
3132,MONTERO (Call Me By Your Name),Lil Nas X,Saudi Arabia,2021,3065881,3
3133,اشكر جمالك,Abdullah Al Mukhles,Saudi Arabia,2021,2892669,4
3134,Kiss Me More (feat. SZA),Doja Cat,Saudi Arabia,2021,2657959,5
3135,Beggin',Måneskin,Saudi Arabia,2021,2535577,6
3136,وش عذرك,Abdullah Al Farwan,Saudi Arabia,2021,2511686,7
3137,Levitating (feat. DaBaby),Dua Lipa,Saudi Arabia,2021,2427207,8
