,title,artist,date,n
3641,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Crowd Lu,2018-02,1
3642,不愛我就拉倒,Jay Chou,2018-05,1
3643,Salauzta Sirds (feat. Ozols),Dons,2018-02,1
3644,Line,Triana Park,2017-02,1
3645,Paris,The Chainsmokers,2017-01,1
3646,Beyonce,AKA,2018-06,1
3647,Me Niego (feat. Ozuna & Wisin),Reik,2018-03,1
3648,Nice For What,Drake,2018-06,1
3649,Bizarre,"Lorenzo, Vald",2018-02,1
3650,Star Treatment,Arctic Monkeys,2018-05,1
3651,British,Dark Polo Gang,2018-05,1
3652,Dance You Off,Benjamin Ingrosso,2018-05,1
3653,Dvns,Killa Fonic,2018-05,1
3654,Remind Me to Forget,"Kygo, Miguel",2018-03,1
3655,The Middle,"Zedd, Maren Morris, Grey",2018-05,1
3656,體面(電影《前任3:再見前任》插曲),Kelly Yu,2018-06,1
3657,Somebody,"The Chainsmokers, Drew Love",2018-04,1
3658,Mic Check (feat. Salmo),Noyz Narcos,2018-04,1
3659,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,2018-02,1
3660,Want You Back,5 Seconds of Summer,2018-02,1
3661,Lettre à une femme,Ninho,2020-05,1
3662,FAKE LOVE (Rocking Vibe Mix),BTS,2018-06,1
3663,Propaganda - Ao Vivo,Jorge & Mateus,2018-05,1
3664,Propaganda - Ao Vivo,Jorge & Mateus,2018-03,1
3665,Ertugeim (feat. Floni),Logi Pedro,2018-05,1
3666,SICKO MODE,Travis Scott,2018-09,1
3667,Amore e Capoeira,"Takagi & Ketra, Giusy Ferreri, Sean Kingston",2018-09,1
3668,Jsme jenom fakani,CA$HANOVA BULHAR,2020-05,1
3669,Watermelon Sugar,Harry Styles,2020-06,1
3670,In My Feelings,Drake,2018-09,1
3671,"Par to zēnu, kas sit skārda bungas",Prāta Vētra,2018-04,1
3672,Česká Floriida,"Robin Zoot, Koky, Yzomandias",2020-06,1
3673,ZTM,Taco Hemingway,2018-07,1
3674,U.S.A.,DA PUMP,2018-10,1
3675,MoneyGram,Luciano,2018-10,1
3676,Inshallah (feat. Capital Bra),Bushido,2018-10,1
3677,Bùa Yêu,Bich Phuong,2018-07,1
3678,Un Dia Si,"El Alfa, Farruko, Myke Towers",2020-05,1
3679,Oui,"Sivas, NODE, Gilli",2018-05,1
3680,Auf wiedersehen,Hov1,2018-09,1
3681,#Hot16Challenge2,"Szpaku, Raff J.R.",2020-05,1
3682,litEral viEja,"Milo K, Ricko, Poeta Callejero, Miguel Duarte",2018-09,1
3683,Hon dansar vidare i livet,Hov1,2018-03,1
3684,Deyja Fyrir Stelpurnar Mínar,"ClubDub, Ra:tio",2020-05,1
3685,חברות שלך,Omer Adam,2018-03,1
3686,Culpables,Manuel Turizo,2018-09,1
3687,Ogles,Prāta Vētra,2018-04,1
3688,17. Mai er vi så glad i,"Ola Nordmann, RykkinnFella, Jack Dee",2020-05,1
3689,Papirsklip,Kim Larsen,2018-10,1
3690,Si tu savais,"Anys, Stormy",2020-05,1
3691,"Puro Sinaloa (feat. Tedua, Rkomi & Lazza)",Ernia,2020-06,1
3692,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2018-05,1
3693,Nei við því,Aron Can,2018-05,1
3694,Kumipuku,Antti Tuisku,2018-05,1
3695,The Middle,"Zedd, Maren Morris, Grey",2018-03,1
3696,Paranoid,Post Malone,2018-04,1
3697,NANA,"Saske, Beyond",2020-06,1
3698,UFO,Szpaku,2018-10,1
3699,Problemi Con Tutti (Giuda),Fedez,2020-05,1
3700,IDOL,"BTS, Nicki Minaj",2018-09,1
3701,浪子回頭,EggPlantEgg,2018-07,1
3702,XTC,"Lukas Leon, Cheek, Etta",2018-08,1
3703,Peningar,Gísli Pálmi,2018-05,1
3704,Eazy,Nasty C,2020-06,1
3705,500 PS,"Bonez MC, RAF Camora",2018-08,1
3706,Nevermind,Dennis Lloyd,2018-04,1
3707,Woman Like Me (feat. Nicki Minaj),Little Mix,2018-11,1
3708,Without You,"bruno livesax, Raccoon3eyes",2020-05,1
3709,OKEY,"DJ Stephan, Mad Clip, Tyga",2020-05,1
3710,RATATA,Boef,2018-10,1
3711,طرشوله,Queen G,2020-05,1
3712,No Te Enamores,Paloma Mami,2019-01,1
3713,INTERNATIONAL GANGSTAS,"Farid Bang, Capo, 6ix9ine, SCH",2018-09,1
3714,Týnd og einmana,Auður,2020-06,1
3715,רחוק מכולם,Omer Adam,2019-01,1
3716,Bohemian Rhapsody - Remastered 2011,Queen,2019-01,1
3717,"Ai, jel manu vieglu prātu",Jauns Mēness,2020-06,1
3718,Người Ta Có Thương Mình Đâu,Truc Nhan,2018-07,1
3719,Booty,Windy Guai,2020-05,1
3720,KUDE BESHE,"V:RGO, Dim4ou",2018-11,1
3721,Punch,NCT 127,2020-05,1
3722,Quiere Beber,Anuel AA,2018-08,1
3723,Mähän Sanoin,"Elastinen, Gettomasa",2020-06,1
3724,Komm Komm,Capital Bra,2020-05,1
3725,Shape of You,Ed Sheeran,2020-05,1
3726,Vaina Loca,"Ozuna, Manuel Turizo",2018-10,1
3727,Put Your Hands Up för Sverige (feat. Anis Don Demina),Samir & Viktor,2018-06,1
3728,In My Mind,"Dynoro, Gigi D'Agostino",2019-01,1
3729,Niekde V Oblakoch,Saul,2020-05,1
3730,Ogles,Prāta Vētra,2018-08,1
3731,Розовое вино,"Eldzhey, FEDUK",2018-07,1
3732,Spolu,"Yzomandias, Nik Tendo",2018-04,1
3733,DDU-DU DDU-DU - KR Ver.,BLACKPINK,2018-10,1
3734,Brindemos,"Anuel AA, Ozuna",2018-07,1
3735,Bajo La Mesa,"Morat, Sebastian Yatra",2020-05,1
3736,New Patek,Lil Uzi Vert,2018-09,1
3737,Che cazzo ridi (feat. Trippie Redd),"Fedez, Tedua",2019-01,1
3738,"Liian vähän, liian myöhään",Evelina,2020-05,1
3739,ELEGANTE (feat. Sfera Ebbasta),DrefGold,2020-05,1
3740,Lepšia Pesnička,DMS,2019-01,1
3741,VACATION,Tyga,2020-06,1
3742,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2018-10,1
3743,SICKO MODE,Travis Scott,2020-05,1
3744,Prima di ogni cosa,Fedez,2018-11,1
3745,Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",2018-09,1
3746,Eina Sem Ég Vil,"ClubDub, Ra:tio, Aron Can",2018-09,1
3747,Tanta Falta,Bryant Myers,2018-10,1
3748,Keeruta (feat. Nublu),Lenna,2018-10,1
3749,BAD!,XXXTENTACION,2018-11,1
3750,Bola Rebola,"Tropkillaz, J Balvin, Anitta, Mc Zaac",2019-04,1
3751,Sucker,Jonas Brothers,2019-04,1
3752,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2019-03,1
3753,Colpa Delle Favole,Ultimo,2019-04,1
3754,Dope 2,"Emis Killa, 6ix9ine, PashaPG",2018-10,1
3755,Moments durs,Koba LaD,2018-09,1
3756,มีแค่เรา,"F.HERO, Lazyloxy, OG-ANIC",2019-03,1
3757,muusikakool,nublu,2019-04,1
3758,Kıskanç,"Kubilay Karça, Şehinşah",2019-01,1
3759,B.M.V. 2.0,Nane,2019-04,1
3760,Ghost,"Madd, Lacrim",2020-05,1
3761,Clona,"Azteca, Nane",2020-05,1
3762,God's Plan,Drake,2018-06,1
3763,Block Baby,Birgir Hákon,2020-05,1
3764,ROMEO & JULIET,"Loredana, Mozzik",2019-02,1
3765,Cem Mil - Ao Vivo,Gusttavo Lima,2019-04,1
3766,KMN Member,"KMN Gang, Azet, Miami Yacine, Nash, Zuna",2018-06,1
3767,Cielo De Un Solo Color,No Te Va Gustar,2018-06,1
3768,YES or YES,TWICE,2018-11,1
3769,CASINO,Katja Krasavice,2020-06,1
3770,浪流連,EggPlantEgg,2019-02,1
3771,PGP,Booba,2019-02,1
3772,La vérité,"Lomepal, Orelsan",2018-12,1
3773,Inshallah (feat. Capital Bra),Bushido,2018-09,1
3774,Husavik (My Hometown),"Will Ferrell, My Marianne",2020-06,1
3775,USB,PRO8L3M,2019-03,1
3776,La fine del mondo,"Anastasio, Don Joe",2018-12,1
3777,Amor Genuino,Ozuna,2019-06,1
3778,Waktu Yang Salah (feat. Thantri),Fiersa Besari,2019-02,1
3779,Suojaus petti,Gasellit,2019-05,1
3780,Język Ciała,"Tymek, Big Scythe",2019-02,1
3781,Øje For Øje (feat. Branco),ATYPISK,2019-02,1
3782,Gib Ihm,Shirin David,2019-02,1
3783,Valentino Camouflage,"Luciano, Nimo",2018-11,1
3784,Rick nebo Raf,Yzomandias,2019-05,1
3785,Sám,"Hasan, Nik Tendo",2019-04,1
3786,Keyra,Herra Hnetusmjör,2018-10,1
3787,Fataskáp Afturí,Herra Hnetusmjör,2019-06,1
3788,พอเถอะ,MEAN,2019-06,1
3789,Kominn aftur,Floni,2019-01,1
3790,Suasana Di Hari Raya,Anuar & Ellina,2019-06,1
3791,bury a friend,Billie Eilish,2019-01,1
3792,Alleen Door Jou,"Famke Louise, Ronnie Flex",2018-12,1
3793,Fokka Upp Klúbbnum,"ClubDub, Ra:tio",2019-06,1
3794,NETOPIER,"Zayo, Samey",2018-12,1
3795,JENGA,"Khontkar, Ben Fero",2019-06,1
3796,Lennokki,"Mikael Gabriel, Vesa-Matti Loiri",2019-03,1
3797,SOS,"Avicii, Aloe Blacc",2019-06,1
3798,Prêt à partir (feat. Ninho),SCH,2018-10,1
3799,Z NULY NA STO,"Milion Plus, Yzomandias, Hasan, Nik Tendo, Kamil Hoffmann",2018-11,1
3800,imagine,Ariana Grande,2018-12,1
3801,Ruin My Life,Zara Larsson,2018-10,1
3802,Nuvola,"Side Baby, DrefGold",2018-10,1
3803,Cem Mil - Ao Vivo,Gusttavo Lima,2019-05,1
3804,BUDE LÍP,"Milion Plus, Nik Tendo, Hasan, Kamil Hoffmann",2018-11,1
3805,浪流連,EggPlantEgg,2018-11,1
3806,Твой,Papi Hans,2019-03,1
3807,I Don't Care (with Justin Bieber),Ed Sheeran,2019-07,1
3808,CANGURO,WOS,2019-10,1
3809,Kulutuli,Reket,2019-11,1
3810,W PIĄTKI LEŻĘ W WANNIE,"Taco Hemingway, Dawid Podsiadło",2019-09,1
3811,Go Go Go,Gleb,2019-05,1
3812,Vänta tills våren,Håkan Hellström,2018-11,1
3813,Kein Plan,"Loredana, MERO",2019-09,1
3814,Madrina,"Maes, Booba",2018-11,1
3815,Frisbee,JVG,2019-05,1
3816,Bra för dig,"estraden, Victor Leksell",2019-09,1
3817,Callaita,"Bad Bunny, Tainy",2019-05,1
3818,Vas A Quedarte,Aitana,2018-11,1
3819,La Haine,Luciano,2019-05,1
3820,Poika saunoo,Poju,2019-05,1
3821,Happy Birthday,Sfera Ebbasta,2018-11,1
3822,Non sto più in zona,"Shiva, Pyrex",2019-10,1
3823,No Guidance (feat. Drake),Chris Brown,2019-06,1
3824,"SVP (feat. JoeyAK, Young Ellens & Sevn Alias)",Boef,2018-12,1
3825,Tijolão - Ao Vivo,Jorge & Mateus,2019-09,1
3826,Juhannussimaa,"Teflon Brothers, Kalevauva.fi",2019-06,1
3827,boyfriend (with Social House),Ariana Grande,2019-08,1
3828,Unuturum Elbet,"Rafet El Roman, Derya",2018-11,1
3829,Stars,"TOQUEL, Light",2019-05,1
3830,Meer,Luciano,2018-10,1
3831,Silmät,Gettomasa,2019-05,1
3832,I Love You 3000,Stephanie Poetri,2019-06,1
3833,So cosa fare,Capo Plaza,2019-06,1
3834,Al Mafrood,Aseel Hameem,2019-11,1
3835,Mama (feat. Kesi),Gilli,2018-11,1
3836,Finally,Jamiryo,2019-06,1
3837,SOS,5GANG,2018-12,1
3838,Duurt Te Lang,Davina Michelle,2018-10,1
3839,Hanskahólfið,Birgir Hákon,2019-06,1
3840,Jon Snow,Lacrim,2018-12,1
3841,Opowieści z Doliny Smoków,"Bedoes, Lanek",2019-11,1
3842,Bossoli,Shiva,2019-09,1
3843,come out and play,Billie Eilish,2018-11,1
3844,3 2 1,Ben Fero,2018-11,1
3845,Múlalala,Daniil,2019-09,1
3846,La fine del mondo,"Anastasio, Don Joe",2018-11,1
3847,I Don't Care (with Justin Bieber),Ed Sheeran,2019-08,1
3848,Alocao (With Bad Gyal),Omar Montes,2019-12,1
3849,Adriana,RAF Camora,2019-09,1
3850,Please Don't Go,SIX60,2019-11,1
3851,Loco Contigo,"DJ Snake, J Balvin, Tyga",2019-07,1
3852,It's You,Ali Gatie,2019-10,1
3853,Rakastuit looseriin (Rakastuin mä looseriin) [Vain elämää kausi 10],JVG,2019-10,1
3854,Vay,Aron Can,2018-12,1
3855,Maman ne le sait pas (feat. Niska),Ninho,2019-03,1
3856,Someone You Loved,Lewis Capaldi,2019-10,1
3857,Giant (with Rag'n'Bone Man),Calvin Harris,2019-03,1
3858,Yeah,Luciano,2019-08,1
3859,FAM,"Slow J, Papillon",2019-09,1
3860,"YOSHI (feat. tha Supreme, Fabri Fibra & Capo Plaza) - prod. Strage [Remix]","MACHETE, Dani Faiv, J Balvin",2019-09,1
3861,skittles,Karpe,2019-06,1
3862,Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",2019-03,1
3863,Neste Sommer,TIX,2019-06,1
3864,TikTok (feat. Boef),"Dopebwoy, SRNO",2019-06,1
3865,Debesis iekrita tevī,"Prāta Vētra, Musiqq",2019-06,1
3866,Ronin,"Bushido, Animus",2019-09,1
3867,Starmýri,Birgir Hákon,2019-09,1
3868,Old Town Road,Lil Nas X,2019-03,1
3869,Yeniden,"BEGE, Nova Norda",2019-06,1
3870,Toradol,Gemitaiz,2018-12,1
3871,הלב שלי,Ishay Ribo,2019-10,1
3872,KARMA,Nimo,2019-11,1
3873,Muscle Club,DJ Muscleboy,2019-10,1
3874,Dark Bless Night,"Moov'art, MC JAY",2019-12,1
3875,Bellaquita,"Dalex, Lenny Tavárez",2019-09,1
3876,Senorita,"SNIK, Tamta",2019-07,1
3877,Magma Win,Cyborg,2020-01,1
3878,LOVERMAN (feat. Fricky),Ozzy,2019-12,1
3879,Failing,MiniByte,2020-02,1
3880,Godzilla (feat. Juice WRLD),Eminem,2020-02,1
3881,Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,2020-01,1
3882,Besti Minn,"Birnir, Lil Binni",2019-07,1
3883,Me ne frego,Achille Lauro,2020-02,1
3884,Adore You,Harry Styles,2019-12,1
3885,BOP,DaBaby,2019-09,1
3886,Satsebrakka 2020,Herman Flesvig,2020-01,1
3887,LOYAL (feat. Drake),PARTYNEXTDOOR,2019-11,1
3888,Monkey Paradise,"Moov'art, MC JAY",2019-12,1
3889,Rare,Selena Gomez,2020-01,1
3890,Super Mario,NODE,2019-09,1
3891,Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",2020-03,1
3892,"CHARLES MANSON (BUON NATALE2) (feat. Lazza) - feat. Dani Faiv, Nitro",Salmo,2019-12,1
3893,Ladbroke Grove,AJ Tracey,2019-09,1
3894,Szampan,sanah,2020-03,1
3895,UP IN SMOKE,RIN,2019-08,1
3896,Run Cowboy,"Moov'art, MC JAY",2019-11,1
3897,Es geht voran,"RAF Camora, Bonez MC",2020-01,1
3898,SUGA's Interlude,"Halsey, SUGA, BTS",2019-12,1
3899,Marin Legend,Cyborg,2020-02,1
3900,Куча марка,Boro Purvi,2019-12,1
3901,Snjókorn falla,Laddi,2019-12,1
3902,Beatcoin,Ceza,2020-01,1
3903,Toujours plus,"Lorenzo, Orelsan",2019-08,1
3904,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,2020-01,1
3905,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",2019-09,1
3906,Quizás,"Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid",2019-09,1
3907,Hingað þangað,"Aron Can, Friðrik Dór",2019-10,1
3908,Dinero,7liwa,2019-08,1
3909,Mahragan Bent El Geran,"Hassan Shakosh, Omar Kamal",2020-03,1
3910,Memories,Boef,2020-01,1
3911,Pening Strax,"24/7, Birgir Hákon",2019-08,1
3912,Bulletproof,Dotter,2020-03,1
3913,Blinky Blinky,"Porsche Boy, Dalyb",2020-04,1
3914,BaeBae,Samra,2020-04,1
3915,Kaçamak,"Reynmen, Ufo361",2020-04,1
3916,Krantenwijk,"Lil Kleine, Boef",2017-08,1
3917,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer,2017-08,1
3918,Mirkado,Ran Nishihara,2019-12,1
3919,دورك جاي,Wegz,2020-03,1
3920,Utro,Gulddreng,2017-03,1
3921,Uuden edessä,Toivon kärki,2020-04,1
3922,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,2019-10,1
3923,De Snakker,"NODE, Stepz",2017-04,1
3924,Crois-moi (feat. Ninho),DA Uzi,2020-04,1
3925,I Koupa Tou Iouda,Tzamal,2020-02,1
3926,VERDEN VENDER,"Branco, Gilli",2019-10,1
3927,Lalala,"Y2K, bbno$",2019-08,1
3928,Armasta mind (feat. Vaiko Eplik),Trad.Attack!,2020-04,1
3929,i. ljósinkveikt,Auður,2020-04,1
3930,Louco,"Piruka, Bluay",2019-11,1
3931,Tutto Questo Sei Tu,Ultimo,2019-12,1
3932,Sekali Ini Saja,Glenn Fredly,2020-04,1
3933,Viskas,Lilas ir Innomine,2019-10,1
3934,Zebbiana,Skusta Clee,2019-08,1
3935,Attention,Charlie Puth,2017-08,1
3936,Myron,Lil Uzi Vert,2020-03,1
3937,Kofferbak,"Boef, Chivv",2019-12,1
3938,Você Partiu Meu Coração (feat. Anitta & Wesley Safadão),Nego do Borel,2017-03,1
3939,Time,Sturla Atlas,2017-03,1
3940,Gamlárspartý,Baggalútur,2019-12,1
3941,Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",2020-01,1
3942,Roses - Imanbek Remix,SAINt JHN,2020-02,1
3943,Snitch E Impicci (con FSK SATELLITE),DrefGold,2020-02,1
3944,Chance (feat. Capo Plaza),Shiva,2020-01,1
3945,Make It With You,Ben&Ben,2020-01,1
3946,Vai Embrazando,"Mc Zaac, MC Vigary",2017-04,1
3947,Lối Nhỏ,"Đen, Phương Anh Đào",2020-03,1
3948,白日,King Gnu,2020-01,1
3949,On,"JóiPé, Króli",2020-04,1
3950,Bando - Remix,"ANNA, MadMan, Gemitaiz",2020-04,1
3951,Dexter,Sfera Ebbasta,2017-03,1
3952,Cioilflow (feat. Salmo) - prod. Strage,Dani Faiv,2020-04,1
3953,Sa Susunod na Habang Buhay,Ben&Ben,2020-02,1
3954,Pirelli,"Mister V, Jul",2020-01,1
3955,Definitivamente,"Daddy Yankee, Sech",2020-01,1
3956,Falling,Trevor Daniel,2020-02,1
3957,Pala Mande,"Azteca, Ian",2020-02,1
3958,Gasell,Reket,2017-04,1
3959,Skrable,PRO8L3M,2020-01,1
3960,It's Beginning to Look a Lot like Christmas,Michael Bublé,2019-12,1
3961,Just Like Me,Fy,2020-02,1
3962,Marymango (feat. tha Supreme),Ghali,2020-02,1
3963,As I Lay Me Down,Wiktoria,2017-03,1
3964,Not Mine,Miquela,2017-08,1
3965,ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-04,1
3966,Falling,Trevor Daniel,2020-03,1
3967,Say So,Doja Cat,2020-02,1
3968,Ora che ti guardo bene,Gazzelle,2020-04,1
3969,Bando,ANNA,2020-04,1
3970,Failing,MiniByte,2020-01,1
3971,Liberdade Provisória - Ao Vivo,Henrique & Juliano,2020-01,1
3972,Kylmii Väreitä,Evelina,2017-05,1
3973,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-04,1
3974,SICKO MODE,Travis Scott,2020-04,1
3975,Beautiful Mess,Kristian Kostov,2017-05,1
3976,Bimbi,"Charlie Charles, Izi, Rkomi, Sfera Ebbasta, Tedua, Ghali",2017-03,1
3977,Warqa,Saif Amer,2020-03,1
3978,วาฬเกยตื้น,GUNGUN,2020-03,1
3979,Nougat,Booba,2017-07,1
3980,Loterij,"Lil Kleine, Ronnie Flex",2017-07,1
3981,Ikuinen vappu,JVG,2020-04,1
3982,Cono Gelato,Dark Polo Gang,2017-06,1
3983,Break My Heart,Dua Lipa,2020-03,1
3984,Hongos,Ricardo Arjona,2020-04,1
3985,There for You,"Martin Garrix, Troye Sivan",2017-06,1
3986,Mi Gente,"J Balvin, Willy William",2017-06,1
3987,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,2017-07,1
3988,Heavy (feat. Kiiara),Linkin Park,2017-07,1
3989,There for You,"Martin Garrix, Troye Sivan",2017-05,1
3990,Escápate Conmigo,"Wisin, Ozuna",2017-06,1
3991,Volare,"Fabio Rovazzi, Gianni Morandi",2017-05,1
3992,Oh bah oui,"Lacrim, Booba",2017-03,1
3993,HUMBLE.,Kendrick Lamar,2017-03,1
3994,Lamborghini,"Guè Pequeno, Sfera Ebbasta",2017-06,1
3995,Waiting For,Joakim Lundell,2017-07,1
3996,Nostalgia,Taco Hemingway,2017-07,1
3997,Robarte un Beso,"Carlos Vives, Sebastian Yatra",2017-07,1
3998,קוקוריקו,"Omer Adam, Eden Ben Zaken",2020-07,1
3999,Yo Perreo Sola,Bad Bunny,2020-07,1
4000,Superclassico,Ernia,2020-10,1
4001,A nie pamiętasz jak?,"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",2020-07,1
4002,Lieben wir,Shirin David,2021-07,1
4003,CASINO,Katja Krasavice,2020-07,1
4004,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",2020-08,1
4005,Als Ik Je Niet Zie,"Kevin, Yade Lauren",2020-09,1
4006,CAMRY 3.5,SLAVA MARLOW,2021-07,1
4007,Wasting Time ( feat. Drake ),Brent Faiyaz,2021-07,1
4008,她沒在看我,E.SO,2020-08,1
4009,Confiné,ElGrandeToto,2020-07,1
4010,Omri Ana,"Stormy, Tagne",2021-07,1
4011,Gác Lại Âu Lo,"Da LAB, Miu Lê",2020-08,1
4012,ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก),First Anuwat,2020-10,1
4013,Tiefschwarz (feat. Samra),Kontra K,2020-07,1
4014,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",2020-07,1
4015,malibu,sangiovanni,2021-07,1
4016,Flossy,"Fy, Lil Barty",2020-09,1
4017,感電,Kenshi Yonezu,2020-08,1
4018,Conversations,Juice WRLD,2020-07,1
4019,Lütfen,"cakal, Reckol, Straed",2021-07,1
4020,Di Ka Sayang,Ben&Ben,2020-11,1
4021,Fever,"Dua Lipa, Angèle",2021-01,1
4022,Lagi,Skusta Clee,2021-07,1
4023,ג'וני,Bar Tzabary,2020-09,1
4024,Nimet,"Didomido, Eglo G",2020-10,1
4025,Lady Domina,Haloo Helsinki!,2020-10,1
4026,Mama (feat. Nitro),Gemitaiz,2020-11,1
4027,Bambaleo,Singapūras Satīns,2020-07,1
4028,To Whom it May Concern,Cassper Nyovest,2020-09,1
4029,Seni Dert Etmeler,Madrigal,2020-12,1
4030,Uthando,"Soa mattrix, SoulfulG, Shaun101",2020-10,1
4031,In The Air,L.A.B.,2020-12,1
4032,Iroes,Bloody Hawk,2020-09,1
4033,Roller Coaster,Danny Vera,2021-01,1
4034,NAZAR,BEGE,2020-12,1
4035,Uthando,"Soa Mattrix, Soulful G, Shaun 101",2021-01,1
4036,Whoopty,CJ,2021-01,1
4037,Before You Go,Lewis Capaldi,2020-08,1
4038,2 TIRI (feat. tha Supreme),Lazza,2020-07,1
4039,Недей ме вини,"Galin, Dessita, Lidia, Adam, Madjuna",2021-01,1
4040,Paraadna,"nublu, gameboy tetris, Raul Ojamaa",2021-01,1
4041,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",2021-01,1
4042,Moins un,"Dinos, Nekfeu",2020-12,1
4043,Your eyes tell,BTS,2020-07,1
4044,銀河修理員,Dear Jane,2021-07,1
4045,Why Did You Cry ?,Son Orioz,2020-10,1
4046,Frida,BEHM,2020-10,1
4047,5G,Booba,2020-11,1
4048,Runnin,"21 Savage, Metro Boomin",2020-10,1
4049,แปลไม่ออก - Ost. แปลรักฉันด้วยใจเธอ,Billkin,2020-12,1
4050,Quarantaine Sessie #2,"Boef, 3robi",2020-12,1
4051,Ihr Hobby,"Bonez MC, Maxwell",2020-09,1
4052,Stronger Without You,"DJ Muscleboy, Manswess",2020-10,1
4053,Mr. Right Now (feat. Drake),"21 Savage, Metro Boomin",2020-10,1
4054,Vakantie (with Jonna Fraser),Dopebwoy,2020-08,1
4055,Nàng Thơ,Hoang Dung,2020-08,1
4056,Ge upp igen,"Miriam Bryant, Yasin",2021-01,1
4057,Amrikkka,"Shabjdeed, Al Nather",2021-01,1
4058,SUICIDE DOORS,Luciano,2021-01,1
4059,Playlist,"Ufo361, Sonus030",2020-08,1
4060,DON,"Night Grind, Ivan Greko, iLLEOo",2020-09,1
4061,Wasted On You,Morgan Wallen,2021-01,1
4062,Kya Baat Aa,"Karan Aujla, Tania",2020-08,1
4063,שלמים,Idan Rafael Haviv,2021-01,1
4064,R9R-LINE (feat. Damso),Laylow,2021-07,1
4065,الغسالة,Wegz,2020-10,1
4066,Grand bain,"Dadju, Ninho",2020-07,1
4067,SOLDI SULLA CARTA,"FSK SATELLITE, Sfera Ebbasta, Greg Willen, Charlie Charles",2020-09,1
4068,Blinding Lights,The Weeknd,2021-01,1
4069,Ma Vrea,"Abi, Dorian Popa",2020-07,1
4070,Jerusalema (feat. Nomcebo Zikode),Master KG,2020-09,1
4071,HARMAN,BEGE,2020-10,1
4072,John Vuli Gate (feat. Ntosh Gazi & Colano),Mapara A Jazz,2020-10,1
4073,Чистый - OST «Псих»,Scriptonite,2020-12,1
4074,Scusa,Gazzelle,2020-11,1
4075,Kennst du das ?!,Samra,2020-11,1
4076,Me Gusta (with Cardi B & Myke Towers),Anitta,2020-09,1
4077,ziarnko do ziarnka,chillwagon,2020-10,1
4078,F.C.K (feat. Aron Can),Birnir,2021-07,1
4079,Demonio (feat. Sfera Ebbasta),Capo Plaza,2021-01,1
4080,Only You Freestyle,"Headie One, Drake",2020-07,1
4081,Blå Himmel (feat. Hans Philip),KESI,2020-07,1
4082,Holy (feat. Chance The Rapper),Justin Bieber,2020-09,1
4083,BLACKJACK,"Soobin Hoang Son, Binz",2020-12,1
4084,Tilidin Weg,Bonez MC,2020-07,1
4085,Phone Call,"Amuly, Ian, andrei",2020-10,1
4086,Snjókorn falla,Laddi,2020-12,1
4087,Influenza,"Taco Hemingway, Gruby Mielzky, Borucci",2020-08,1
4088,Viktoria,"Melisses, DJ Kas",2020-09,1
4089,Los Dioses,"Anuel AA, Ozuna",2021-01,1
4090,SHAWTY,Luciano,2020-12,1
4091,Il Mio Paradiso,Steven Rosvell,2020-07,1
4092,"Sparami - feat. Salmo, Fabri Fibra","Emis Killa, Jake La Furia",2020-09,1
4093,Michael Essien Birthday Party,"Taco Hemingway, Zeppy Zep, Keeko",2020-07,1
4094,Rozdělený světy,Viktor Sheen,2020-10,1
4095,Lacri-ma,Gazzelle,2020-11,1
4096,Chukove,"Marso, Fyre, Bobkata",2021-01,1
4097,Tempo,"Nik Tendo, CA$HANOVA BULHAR, Luca Brassi10x",2020-09,1
4098,Blue Jeans (feat. Calcutta),"Franco126, Calcutta ",2020-12,1
4099,هذا السعودي فوق,Fahed Bin Fasla,2020-09,1
4100,Désolé,"MERO, Nimo",2020-10,1
4101,Frida,BEHM,2020-09,1
4102,Anadolu Flex,"Murda, Ezhel",2020-08,1
4103,Wieder da (feat. M.A.K & ACO),"MITCH RECORDS, M.A.K.",2020-08,1
4104,Heat Waves,Glass Animals,2021-01,1
