,title,artist,region,year,n,Rank
5031,È sempre bello,Coez,Italy,2019,356,12
5032,La musica non c'è,Coez,Italy,2019,355,13
5033,Vertigini,"Tedua, Chris Nolan",Italy,2019,350,14
5034,Stamm Fort (feat. Sfera Ebbasta),Luche,Italy,2019,349,15
5035,I Tuoi Particolari,Ultimo,Italy,2019,329,16
5036,Per Un Milione,Boomdabash,Italy,2019,329,17
5037,Allenamento #2,"Capo Plaza, AVA",Italy,2019,325,18
5038,Money Rain,"Boro Boro, YOUNGGUCCI, LGND",Italy,2019,325,19
5039,Posso (feat. Max Gazzé),Carl Brave,Italy,2019,319,20
5040,Blinding Lights,The Weeknd,Latvia,2020,365,1
5041,The Box,Roddy Ricch,Latvia,2020,364,2
5042,Roses - Imanbek Remix,SAINt JHN,Latvia,2020,364,3
5043,HIGHEST IN THE ROOM,Travis Scott,Latvia,2020,364,4
5044,Lucid Dreams,Juice WRLD,Latvia,2020,363,5
5045,I Got Love,"MiyaGi & Endspiel, Rem Digga",Latvia,2020,362,6
5046,Falling,Trevor Daniel,Latvia,2020,358,7
5047,Watermelon Sugar,Harry Styles,Latvia,2020,356,8
5048,Circles,Post Malone,Latvia,2020,355,9
5049,Someone You Loved,Lewis Capaldi,Latvia,2020,354,10
5050,Ride It,Regard,Latvia,2020,351,11
5051,Life Is Good (feat. Drake),Future,Latvia,2020,343,12
5052,goosebumps,Travis Scott,Latvia,2020,343,13
5053,Adore You,Harry Styles,Latvia,2020,339,14
5054,everything i wanted,Billie Eilish,Latvia,2020,334,15
5055,РАТАТАТАТА,"MORGENSHTERN, Vitya AK",Latvia,2020,332,16
5056,Star Shopping,Lil Peep,Latvia,2020,332,17
5057,Blueberry Faygo,Lil Mosey,Latvia,2020,325,18
5058,Dance Monkey,Tones And I,Latvia,2020,320,19
5059,death bed (coffee for your head),"Powfu, beabadoobee",Latvia,2020,315,20
5060,Watermelon Sugar,Harry Styles,Lithuania,2021,334,1
5061,The Business,Tiësto,Lithuania,2021,334,2
5062,Levitating (feat. DaBaby),Dua Lipa,Lithuania,2021,334,3
5063,Heat Waves,Glass Animals,Lithuania,2021,334,4
5064,Daddy Issues,The Neighbourhood,Lithuania,2021,334,5
5065,Mėlyna Mėlyna,Sisters On Wire,Lithuania,2021,334,6
5066,Do I Wanna Know?,Arctic Monkeys,Lithuania,2021,334,7
5067,Blinding Lights,The Weeknd,Lithuania,2021,334,8
5068,Sweater Weather,The Neighbourhood,Lithuania,2021,334,9
5069,Why'd You Only Call Me When You're High?,Arctic Monkeys,Lithuania,2021,333,10
5070,Save Your Tears,The Weeknd,Lithuania,2021,329,11
5071,Paradise (feat. Dermot Kennedy),MEDUZA,Lithuania,2021,327,12
5072,Head & Heart (feat. MNEK),Joel Corry,Lithuania,2021,322,13
5073,drivers license,Olivia Rodrigo,Lithuania,2021,319,14
5074,Paskambink Man,"Saulės Kliošas, JUSTÉ",Lithuania,2021,318,15
5075,Your Love (9PM),"ATB, Topic, A7S",Lithuania,2021,314,16
5076,Roses - Imanbek Remix,SAINt JHN,Lithuania,2021,312,17
5077,A Lyga,Angelou,Lithuania,2021,312,18
5078,Don't Start Now,Dua Lipa,Lithuania,2021,309,19
5079,Astronaut In The Ocean,Masked Wolf,Lithuania,2021,309,20
5080,Believer,Imagine Dragons,Mexico,2018,365,1
5081,Me Rehúso,Danny Ocean,Mexico,2018,365,2
5082,Dembow,Danny Ocean,Mexico,2018,365,3
5083,Otra vez (feat. J Balvin),Zion & Lennox,Mexico,2018,365,4
5084,Probablemente,Christian Nodal,Mexico,2018,365,5
5085,Ahora Te Puedes Marchar,Luis Miguel,Mexico,2018,365,6
5086,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,Mexico,2018,365,7
5087,Me Dediqué a Perderte,Alejandro Fernández,Mexico,2018,365,8
5088,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Mexico,2018,365,9
5089,Adiós Amor,Christian Nodal,Mexico,2018,365,10
5090,Bella,Wolfine,Mexico,2018,365,11
5091,La flaca,Jarabe De Palo,Mexico,2018,365,12
5092,Se Preparó,Ozuna,Mexico,2018,365,13
5093,Shape of You,Ed Sheeran,Mexico,2018,365,14
5094,Devuélveme a mi chica,Hombres G,Mexico,2018,365,15
5095,Una Lady Como Tú,Manuel Turizo,Mexico,2018,365,16
5096,Felices los 4,Maluma,Mexico,2018,365,17
5097,New Rules,Dua Lipa,Mexico,2018,364,18
5098,Brillas,León Larregui,Mexico,2018,364,19
5099,Thunder,Imagine Dragons,Mexico,2018,364,20
5100,Blinding Lights,The Weeknd,Panama,2020,365,1
5101,Si Te Vas,"Sech, Ozuna",Panama,2020,365,2
5102,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Panama,2020,365,3
5103,La Mejor Versión de Mi - Remix,"Natti Natasha, Romeo Santos",Panama,2020,365,4
5104,Callaita,"Bad Bunny, Tainy",Panama,2020,365,5
5105,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Panama,2020,365,6
5106,Tutu,"Camilo, Pedro Capó",Panama,2020,365,7
5107,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Panama,2020,365,8
5108,Me Mató (feat. Faster),Boza,Panama,2020,365,9
5109,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Panama,2020,365,10
5110,LA CANCIÓN,"J Balvin, Bad Bunny",Panama,2020,365,11
5111,Vete,Bad Bunny,Panama,2020,365,12
5112,Fantasias,"Rauw Alejandro, Farruko",Panama,2020,365,13
5113,Si Estuviésemos Juntos,Bad Bunny,Panama,2020,365,14
5114,Adicto (with Anuel AA & Ozuna),Tainy,Panama,2020,365,15
5115,Tusa,"KAROL G, Nicki Minaj",Panama,2020,365,16
5116,Dance Monkey,Tones And I,Panama,2020,364,17
5117,Don't Start Now,Dua Lipa,Panama,2020,364,18
5118,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Panama,2020,364,19
5119,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",Panama,2020,364,20
5120,Suena El Dembow,"Joey Montana, Sebastian Yatra",Peru,2018,364,1
5121,Me Rehúso,Danny Ocean,Peru,2018,364,2
5122,Caraluna,Bacilos,Peru,2018,364,3
5123,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Peru,2018,364,4
5124,Amantes,"Greeicy, Mike Bahía",Peru,2018,364,5
5125,Shape of You,Ed Sheeran,Peru,2018,364,6
5126,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Peru,2018,364,7
5127,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Peru,2018,364,8
5128,Esperándote,Manuel Turizo,Peru,2018,364,9
5129,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Peru,2018,364,10
5130,Dembow,Danny Ocean,Peru,2018,364,11
5131,Felices los 4,Maluma,Peru,2018,364,12
5132,Tu Falta De Querer,Mon Laferte,Peru,2018,364,13
5133,Échame La Culpa,"Luis Fonsi, Demi Lovato",Peru,2018,364,14
5134,Una Lady Como Tú,Manuel Turizo,Peru,2018,364,15
5135,Otra vez (feat. J Balvin),Zion & Lennox,Peru,2018,364,16
5136,Amárrame,"Mon Laferte, Juanes",Peru,2018,364,17
5137,Se Preparó,Ozuna,Peru,2018,364,18
5138,Escápate Conmigo (feat. Ozuna),Wisin,Peru,2018,364,19
5139,Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",Peru,2018,364,20
5140,Si Estuviésemos Juntos,Bad Bunny,Peru,2021,334,1
5141,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Peru,2021,334,2
5142,Te Vi,"Piso 21, Micro TDH",Peru,2021,334,3
5143,Lamento Boliviano,Los Enanitos Verdes,Peru,2021,334,4
5144,Chica Ideal,"Sebastian Yatra, Guaynaa",Peru,2021,334,5
5145,Hecha Pa' Mi,Boza,Peru,2021,334,6
5146,Tan Enamorados,CNCO,Peru,2021,334,7
5147,Callaita,"Bad Bunny, Tainy",Peru,2021,334,8
5148,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Peru,2021,334,9
5149,TE MUDASTE,Bad Bunny,Peru,2021,334,10
5150,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Peru,2021,334,11
5151,Tattoo - Remix with Camilo,Rauw Alejandro,Peru,2021,334,12
5152,Bandido,"Myke Towers, Juhn",Peru,2021,334,13
5153,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Peru,2021,334,14
5154,LA CANCIÓN,"J Balvin, Bad Bunny",Peru,2021,334,15
5155,DÁKITI,"Bad Bunny, Jhay Cortez",Peru,2021,334,16
5156,Si Veo a Tu Mamá,Bad Bunny,Peru,2021,334,17
5157,Tusa,"KAROL G, Nicki Minaj",Peru,2021,334,18
5158,Tal Vez,Paulo Londra,Peru,2021,334,19
5159,Vida de Rico,Camilo,Peru,2021,334,20
5160,Blinding Lights,The Weeknd,Poland,2020,366,1
5161,Będzie Lepiej,"Miyo, Tymek",Poland,2020,365,2
5162,Jesteś ładniejsza niż na zdjęciach (na zawsze),"Bedoes, Lanek",Poland,2020,365,3
5163,Bali,Gedz,Poland,2020,365,4
5164,Floyd Mayweather,Żabson,Poland,2020,365,5
5165,Magenta (prod. Auer),Pezet,Poland,2020,365,6
5166,Mogę Dziś Umierać,White 2115,Poland,2020,365,7
5167,Wybory,"Jan-Rapowanie, Nocny, Szpaku, Guzior",Poland,2020,365,8
5168,Roses - Imanbek Remix,SAINt JHN,Poland,2020,365,9
5169,Język ciała,"Tymek, Big Scythe",Poland,2020,365,10
5170,California,White 2115,Poland,2020,365,11
5171,Surfer,be vis,Poland,2020,365,12
5172,VOGUE,"Bedoes, Lanek",Poland,2020,365,13
5173,Patointeligencja,Mata,Poland,2020,365,14
5174,Dance Monkey,Tones And I,Poland,2020,364,15
5175,W PIĄTKI LEŻĘ W WANNIE,"Taco Hemingway, Dawid Podsiadło",Poland,2020,364,16
5176,Bestia,Young Igi,Poland,2020,364,17
5177,Wschód (lubię zapierdalać),"Bedoes, Lanek, Kosa, White 2115",Poland,2020,364,18
5178,Płuca zlepione topami,Guzior,Poland,2020,363,19
5179,Poza kontrolą,Tymek,Poland,2020,363,20
5180,SAD!,XXXTENTACION,United States,2019,365,1
5181,Murder On My Mind,YNW Melly,United States,2019,365,2
5182,when the party's over,Billie Eilish,United States,2019,365,3
5183,Wow.,Post Malone,United States,2019,365,4
5184,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United States,2019,365,5
5185,Lucid Dreams,Juice WRLD,United States,2019,365,6
5186,Drip Too Hard (Lil Baby & Gunna),Lil Baby,United States,2019,365,7
5187,Going Bad (feat. Drake),Meek Mill,United States,2019,364,8
5188,rockstar (feat. 21 Savage),Post Malone,United States,2019,364,9
5189,SICKO MODE,Travis Scott,United States,2019,364,10
5190,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,United States,2019,364,11
5191,Happier,"Marshmello, Bastille",United States,2019,363,12
5192,I Fall Apart,Post Malone,United States,2019,363,13
5193,Better Now,Post Malone,United States,2019,363,14
5194,Without Me,Halsey,United States,2019,363,15
5195,Jocelyn Flores,XXXTENTACION,United States,2019,363,16
5196,SLOW DANCING IN THE DARK,Joji,United States,2019,363,17
5197,"thank u, next",Ariana Grande,United States,2019,361,18
5198,All Girls Are The Same,Juice WRLD,United States,2019,359,19
5199,Eastside (with Halsey & Khalid),benny blanco,United States,2019,359,20
5200,FRIENDS,"Marshmello, Anne-Marie",Vietnam,2019,365,1
5201,Lily,"Alan Walker, K-391, Emelie Hollow",Vietnam,2019,365,2
5202,Girls Like You (feat. Cardi B),Maroon 5,Vietnam,2019,365,3
5203,Let Me Down Slowly,Alec Benjamin,Vietnam,2019,365,4
5204,Shape of You,Ed Sheeran,Vietnam,2019,365,5
5205,Attention,Charlie Puth,Vietnam,2019,365,6
5206,Muộn Màng Là Từ Lúc,Mỹ Tâm,Vietnam,2019,365,7
5207,I'm a Mess,Bebe Rexha,Vietnam,2019,365,8
5208,"thank u, next",Ariana Grande,Vietnam,2019,365,9
5209,Lạ Lùng,Vũ.,Vietnam,2019,365,10
5210,Nếu Anh Đi,Mỹ Tâm,Vietnam,2019,365,11
5211,Wolves,"Selena Gomez, Marshmello",Vietnam,2019,365,12
5212,Đông Kiếm Em,Vũ.,Vietnam,2019,365,13
5213,Photograph,Ed Sheeran,Vietnam,2019,365,14
5214,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Vietnam,2019,365,15
5215,Without Me,Halsey,Vietnam,2019,365,16
5216,Thanh Xuan,Da LAB,Vietnam,2019,365,17
5217,SOLO,JENNIE,Vietnam,2019,365,18
5218,Người Hãy Quên 'em Đi,Mỹ Tâm,Vietnam,2019,365,19
5219,Havana (feat. Young Thug),Camila Cabello,Vietnam,2019,365,20
5220,Tutu,"Camilo, Pedro Capó",Argentina,2020,366,1
5221,Fantasias,"Rauw Alejandro, Farruko",Argentina,2020,366,2
5222,Don't Start Now,Dua Lipa,Argentina,2020,366,3
5223,Fresa,"TINI, Lalo Ebratt",Argentina,2020,366,4
5224,Flasheaste Amor,"Agapornis, Hernan y La Champion's Liga, Lauro",Argentina,2020,366,5
5225,Cómo estás,Ke Personajes,Argentina,2020,366,6
5226,Dance Monkey,Tones And I,Argentina,2020,366,7
5227,Me Gusta,Ciro y los Persas,Argentina,2020,366,8
5228,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Argentina,2020,366,9
5229,Seguir Viviendo Sin Tu Amor,Luis Alberto Spinetta,Argentina,2020,366,10
5230,Tusa,"KAROL G, Nicki Minaj",Argentina,2020,366,11
5231,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Argentina,2020,366,12
5232,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",Argentina,2020,365,13
5233,La Playax,Fer Palacio,Argentina,2020,365,14
5234,Mirenla,Ciro y los Persas,Argentina,2020,365,15
5235,Spaghetti del Rock,Divididos,Argentina,2020,365,16
5236,Creo,Callejeros,Argentina,2020,363,17
5237,Crimen,Gustavo Cerati,Argentina,2020,363,18
5238,Juntos a la Par,Pappo,Argentina,2020,363,19
5239,PORFA,"Feid, Justin Quiles",Argentina,2020,362,20
5240,Seguir Viviendo Sin Tu Amor,Luis Alberto Spinetta,Argentina,2021,364,1
5241,Don't Start Now,Dua Lipa,Argentina,2021,364,2
5242,DÁKITI,"Bad Bunny, Jhay Cortez",Argentina,2021,364,3
5243,Hawái,Maluma,Argentina,2021,364,4
5244,El Mismo Aire,La K'onga,Argentina,2021,364,5
5245,Si Me Tomo Una Cerveza,"Migrantes, Alico",Argentina,2021,364,6
5246,Ya No Más,"Fer Palacio, DJ Alex, Santiago Saez",Argentina,2021,364,7
5247,Vida de Rico,Camilo,Argentina,2021,364,8
5248,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Argentina,2021,363,9
5249,Nunca quise,Intoxicados,Argentina,2021,363,10
5250,Bandido,"Myke Towers, Juhn",Argentina,2021,363,11
5251,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",Argentina,2021,363,12
5252,Tan Enamorados,CNCO,Argentina,2021,363,13
5253,Watermelon Sugar,Harry Styles,Argentina,2021,363,14
5254,BEBÉ,"Camilo, El Alfa",Argentina,2021,363,15
5255,Me Gusta,Ciro y los Persas,Argentina,2021,363,16
5256,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Argentina,2021,363,17
5257,Por Mil Noches,Airbag,Argentina,2021,362,18
5258,Chica Ideal,"Sebastian Yatra, Guaynaa",Argentina,2021,362,19
5259,Mil Horas,Los Abuelos De La Nada,Argentina,2021,361,20
5260,7 rings,Ariana Grande,Bulgaria,2019,206,1
5261,SICKO MODE,Travis Scott,Bulgaria,2019,195,2
5262,bad guy,Billie Eilish,Bulgaria,2019,186,3
5263,Bravo,Itzo Hazarta,Bulgaria,2019,180,4
5264,I Don't Care (with Justin Bieber),Ed Sheeran,Bulgaria,2019,174,5
5265,Imam Chovek,"Itzo Hazarta, Homelesz",Bulgaria,2019,173,6
5266,Someone You Loved,Lewis Capaldi,Bulgaria,2019,161,7
5267,Señorita,"Shawn Mendes, Camila Cabello",Bulgaria,2019,148,8
5268,Mother's Daughter,Miley Cyrus,Bulgaria,2019,144,9
5269,Without Me,Halsey,Bulgaria,2019,143,10
5270,Sucker,Jonas Brothers,Bulgaria,2019,142,11
5271,Black Panther (feat. Rafal),Nebezao,Bulgaria,2019,141,12
5272,Gladen,Itzo Hazarta,Bulgaria,2019,140,13
5273,Beautiful People (feat. Khalid),Ed Sheeran,Bulgaria,2019,139,14
5274,Lalala,"Y2K, bbno$",Bulgaria,2019,137,15
5275,"break up with your girlfriend, i'm bored",Ariana Grande,Bulgaria,2019,136,16
5276,Izvestna,"Mascota, D-Trax, Itzo Hazarta",Bulgaria,2019,133,17
5277,Piece Of Your Heart,"MEDUZA, Goodboys",Bulgaria,2019,123,18
5278,Money In The Grave (Drake ft. Rick Ross),Drake,Bulgaria,2019,122,19
5279,Piyan,Preslava,Bulgaria,2019,121,20
5280,I Got Love,"MiyaGi & Endspiel, Rem Digga",Estonia,2018,221,1
5281,SAD!,XXXTENTACION,Estonia,2018,217,2
5282,Better Now,Post Malone,Estonia,2018,201,3
5283,Nevermind,Dennis Lloyd,Estonia,2018,196,4
5284,Lucid Dreams,Juice WRLD,Estonia,2018,190,5
5285,Youngblood,5 Seconds of Summer,Estonia,2018,188,6
5286,Moonlight,XXXTENTACION,Estonia,2018,183,7
5287,rockstar (feat. 21 Savage),Post Malone,Estonia,2018,182,8
5288,Mina Ka,"nublu, Reket",Estonia,2018,181,9
5289,In My Mind,"Dynoro, Gigi D'Agostino",Estonia,2018,160,10
5290,Jocelyn Flores,XXXTENTACION,Estonia,2018,159,11
5291,Eastside (with Halsey & Khalid),benny blanco,Estonia,2018,154,12
5292,Be Alright,Dean Lewis,Estonia,2018,140,13
5293,Trenažöör,"5MIINUST, Sass Henno, Jozels",Estonia,2018,139,14
5294,SICKO MODE,Travis Scott,Estonia,2018,138,15
5295,Girls Like You (feat. Cardi B),Maroon 5,Estonia,2018,137,16
5296,öölaps!,nublu,Estonia,2018,133,17
5297,2 Quick Start,nublu,Estonia,2018,133,18
5298,Solo (feat. Demi Lovato),Clean Bandit,Estonia,2018,128,19
5299,One Kiss (with Dua Lipa),Calvin Harris,Estonia,2018,127,20
5300,Blinding Lights,The Weeknd,France,2020,366,1
5301,Roses - Imanbek Remix,SAINt JHN,France,2020,366,2
5302,Dance Monkey,Tones And I,France,2020,366,3
5303,Ne reviens pas,"Gradur, Heuss L'enfoiré",France,2020,366,4
5304,La vie qu'on mène,Ninho,France,2020,366,5
5305,Distant,"Maes, Ninho",France,2020,364,6
5306,Trop beau,Lomepal,France,2020,356,7
5307,93% [Tijuana],"GLK, Landy, DA Uzi, Hornet La Frappe",France,2020,352,8
5308,Moulaga,"Heuss L'enfoiré, Jul",France,2020,352,9
5309,Blanche,"Maes, Booba",France,2020,351,10
5310,Dybala,"Maes, Jul",France,2020,349,11
5311,Côte Ouest,47ter,France,2020,349,12
5312,Avant toi,"Vitaa, Slimane",France,2020,332,13
5313,Meleğim,"Soolking, Dadju",France,2020,329,14
5314,MD (feat. Niska),4Keus,France,2020,325,15
5315,The Box,Roddy Ricch,France,2020,317,16
5316,6.3,"Naps, Ninho",France,2020,315,17
5317,Loin de moi,Naza,France,2020,308,18
5318,POPOPOP,Gambi,France,2020,306,19
5319,Tusa,"KAROL G, Nicki Minaj",France,2020,305,20
5320,Ohne mein Team,"Bonez MC, RAF Camora, Maxwell",Germany,2017,362,1
5321,Solo Dance,Martin Jensen,Germany,2017,357,2
5322,Shape of You,Ed Sheeran,Germany,2017,357,3
5323,Palmen aus Plastik,"Bonez MC, RAF Camora",Germany,2017,356,4
5324,Kokaina,Miami Yacine,Germany,2017,346,5
5325,An ihnen vorbei,"Bonez MC, RAF Camora",Germany,2017,333,6
5326,Call On Me - Ryan Riback Extended Remix,Starley,Germany,2017,329,7
5327,"""Lose Yourself - From """"8 Mile"""" Soundtrack""",Eminem,Germany,2017,328,8
5328,Believer,Imagine Dragons,Germany,2017,328,9
5329,Despacito (Featuring Daddy Yankee),Luis Fonsi,Germany,2017,323,10
5330,Tuesday,"Burak Yeter, Danelle Sandoval",Germany,2017,320,11
5331,Congratulations,"Post Malone, Quavo",Germany,2017,314,12
5332,Something Just Like This,"The Chainsmokers, Coldplay",Germany,2017,308,13
5333,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Germany,2017,307,14
5334,Weak,AJR,Germany,2017,304,15
5335,Galway Girl,Ed Sheeran,Germany,2017,300,16
5336,It Ain't Me (with Selena Gomez),Kygo,Germany,2017,298,17
5337,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Germany,2017,297,18
5338,Mask Off,Future,Germany,2017,297,19
5339,Sex ohne Grund (feat. Shindy),Ali Bumaye,Germany,2017,291,20
5340,Happier,"Marshmello, Bastille",Global,2019,365,1
5341,when the party's over,Billie Eilish,Global,2019,365,2
5342,Shallow,"Lady Gaga, Bradley Cooper",Global,2019,365,3
5343,Wow.,Post Malone,Global,2019,365,4
5344,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Global,2019,365,5
5345,Bohemian Rhapsody - Remastered 2011,Queen,Global,2019,365,6
5346,Lucid Dreams,Juice WRLD,Global,2019,365,7
5347,Believer,Imagine Dragons,Global,2019,364,8
5348,Without Me,Halsey,Global,2019,364,9
5349,Girls Like You (feat. Cardi B),Maroon 5,Global,2019,363,10
5350,Better Now,Post Malone,Global,2019,363,11
5351,SAD!,XXXTENTACION,Global,2019,363,12
5352,Eastside (with Halsey & Khalid),benny blanco,Global,2019,363,13
5353,SICKO MODE,Travis Scott,Global,2019,363,14
5354,"thank u, next",Ariana Grande,Global,2019,363,15
5355,Shape of You,Ed Sheeran,Global,2019,363,16
5356,Sweet but Psycho,Ava Max,Global,2019,363,17
5357,Perfect,Ed Sheeran,Global,2019,363,18
5358,rockstar (feat. 21 Savage),Post Malone,Global,2019,363,19
5359,High Hopes,Panic! At The Disco,Global,2019,362,20
5360,"沒有你, 我甚麼都不是",Jason Chan,Hong Kong,2017,362,1
5361,不為誰而作的歌,JJ Lin,Hong Kong,2017,362,2
5362,時光機,Terence Siufay,Hong Kong,2017,362,3
5363,羅生門,Juno Mak,Hong Kong,2017,362,4
5364,你是你本身的傳奇,Charmaine Fong,Hong Kong,2017,362,5
5365,獨一無二,"AGA, Gin Lee",Hong Kong,2017,362,6
5366,幸福之歌,Supper Moment,Hong Kong,2017,362,7
5367,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Hong Kong,2017,362,8
5368,後來的我們,Mayday,Hong Kong,2017,362,9
5369,演員,Joker Xue,Hong Kong,2017,362,10
5370,命硬,Justin Lo,Hong Kong,2017,362,11
5371,囍帖街,Kay Tse,Hong Kong,2017,362,12
5372,告白氣球,Jay Chou,Hong Kong,2017,362,13
5373,說散就散,JC 陳詠桐,Hong Kong,2017,362,14
5374,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,Hong Kong,2017,362,15
5375,哪裡只得我共你,Dear Jane,Hong Kong,2017,362,16
5376,以後別做朋友,Eric Chou,Hong Kong,2017,362,17
5377,Thinking out Loud,Ed Sheeran,Hong Kong,2017,362,18
5378,Say You Won't Let Go,James Arthur,Hong Kong,2017,362,19
5379,經過一些秋與冬,Dear Jane,Hong Kong,2017,362,20
5380,when the party's over,Billie Eilish,Iceland,2019,364,1
5381,Shallow,"Lady Gaga, Bradley Cooper",Iceland,2019,364,2
5382,Vangaveltur,Herra Hnetusmjör,Iceland,2019,364,3
5383,Upp Til Hópa,"Herra Hnetusmjör, Ingi Bauer",Iceland,2019,364,4
5384,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Iceland,2019,364,5
5385,Lætur mig,"GDRN, Floni, Ra:tio",Iceland,2019,358,6
5386,Djamm Queen,Séra Bjössi,Iceland,2019,355,7
5387,FREÐINN,Auður,Iceland,2019,330,8
5388,Veist Af Mér,Huginn,Iceland,2019,330,9
5389,Always Remember Us This Way,Lady Gaga,Iceland,2019,324,10
5390,Bohemian Rhapsody - Remastered 2011,Queen,Iceland,2019,316,11
5391,Já ég veit,"Birnir, Herra Hnetusmjör",Iceland,2019,313,12
5392,Hata að hafa þig ekki hér (SAMSUNG SESSJÓN),"Friðrik Dór, BRÍET",Iceland,2019,312,13
5393,bury a friend,Billie Eilish,Iceland,2019,309,14
5394,Sorry Mamma,"Herra Hnetusmjör, Huginn",Iceland,2019,305,15
5395,Falskar ástir,Floni,Iceland,2019,305,16
5396,Rómeó og Júlía,Bubbi Morthens,Iceland,2019,301,17
5397,Be Alright,Dean Lewis,Iceland,2019,295,18
5398,Someone You Loved,Lewis Capaldi,Iceland,2019,294,19
5399,Klakar,"Herra Hnetusmjör, Huginn",Iceland,2019,291,20
5400,The Man Who Can't Be Moved,The Script,Indonesia,2017,362,1
5401,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Indonesia,2017,362,2
5402,Dan...,Sheila On 7,Indonesia,2017,362,3
5403,Dekat Di Hati,RAN,Indonesia,2017,362,4
5404,Closer,"The Chainsmokers, Halsey",Indonesia,2017,362,5
5405,Untitled,MALIQ & D'Essentials,Indonesia,2017,362,6
5406,Sempurna,Andra And The Backbone,Indonesia,2017,362,7
5407,Photograph,Ed Sheeran,Indonesia,2017,362,8
5408,Cinta Dan Rahasia,"Yura Yunita, Glenn Fredly",Indonesia,2017,362,9
5409,Say You Won't Let Go,James Arthur,Indonesia,2017,362,10
5410,Dari Mata,Jaz,Indonesia,2017,362,11
5411,Versace on the Floor,Bruno Mars,Indonesia,2017,362,12
