,title,artist,region,date,stream,Rank
5340,Versace on the Floor,Bruno Mars,Philippines,2017-01,8506414,1
5341,Say You Won't Let Go,James Arthur,Philippines,2017-01,7533203,2
5342,Shape of You,Ed Sheeran,Philippines,2017-01,6754350,3
5343,Closer,"The Chainsmokers, Halsey",Philippines,2017-01,5016310,4
5344,Don't Wanna Know,"Maroon 5, Kendrick Lamar",Philippines,2017-01,4689626,5
5345,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Philippines,2017-01,4626747,6
5346,"""How Far I'll Go - From """"Moana""""""",Alessia Cara,Philippines,2017-01,4551765,7
5347,24K Magic,Bruno Mars,Philippines,2017-01,4542053,8
5348,All We Know,"The Chainsmokers, Phoebe Ryan",Philippines,2017-01,4452776,9
5349,Starving,"Hailee Steinfeld, Grey, Zedd",Philippines,2017-01,4278980,10
5350,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2018-10,7695515,1
5351,Maybe The Night,Ben&Ben,Philippines,2018-10,7563400,2
5352,Buwan,juan karlos,Philippines,2018-10,7275911,3
5353,Malibu Nights,LANY,Philippines,2018-10,6430144,4
5354,Sana,I Belong to the Zoo,Philippines,2018-10,6018026,5
5355,Thru These Tears,LANY,Philippines,2018-10,5911928,6
5356,Kathang Isip,Ben&Ben,Philippines,2018-10,5904254,7
5357,Sa Ngalan Ng Pag-Ibig,December Avenue,Philippines,2018-10,5765873,8
5358,Happier,"Marshmello, Bastille",Philippines,2018-10,5066136,9
5359,Love Someone,Lukas Graham,Philippines,2018-10,4593679,10
5360,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2019-01,7838114,1
5361,Kahit Ayaw Mo Na,This Band,Philippines,2019-01,7734035,2
5362,Sana,I Belong to the Zoo,Philippines,2019-01,7510371,3
5363,Buwan,juan karlos,Philippines,2019-01,7324207,4
5364,Sa Ngalan Ng Pag-Ibig,December Avenue,Philippines,2019-01,6683746,5
5365,"thank u, next",Ariana Grande,Philippines,2019-01,6604594,6
5366,Kathang Isip,Ben&Ben,Philippines,2019-01,5873747,7
5367,Love Someone,Lukas Graham,Philippines,2019-01,5506149,8
5368,Maybe The Night,Ben&Ben,Philippines,2019-01,5447200,9
5369,Malibu Nights,LANY,Philippines,2019-01,5155413,10
5370,Intentions (feat. Quavo),Justin Bieber,Philippines,2020-03,7668279,1
5371,Imahe,Magnus Haven,Philippines,2020-03,6757235,2
5372,Don't Start Now,Dua Lipa,Philippines,2020-03,6729718,3
5373,Make It With You,Ben&Ben,Philippines,2020-03,6249502,4
5374,Pagtingin,Ben&Ben,Philippines,2020-03,5744114,5
5375,Sa Susunod na Habang Buhay,Ben&Ben,Philippines,2020-03,5425961,6
5376,Someone You Loved,Lewis Capaldi,Philippines,2020-03,5027930,7
5377,death bed (coffee for your head),"Powfu, beabadoobee",Philippines,2020-03,5012947,8
5378,"10,000 Hours (with Justin Bieber)",Dan + Shay,Philippines,2020-03,4959997,9
5379,Sunday Best,Surfaces,Philippines,2020-03,4789041,10
5380,Małomiasteczkowy,Dawid Podsiadło,Poland,2018-06,2014364,1
5381,Tamagotchi,"TACONAFIDE, Quebonafide, Taco Hemingway",Poland,2018-06,1853075,2
5382,One Kiss (with Dua Lipa),Calvin Harris,Poland,2018-06,1761952,3
5383,Początek,"Męskie Granie Orkiestra 2018, Kortez, Dawid Podsiadło, Krzysztof Zalewski",Poland,2018-06,1664644,4
5384,Back To You,Selena Gomez,Poland,2018-06,1503275,5
5385,Solo (feat. Demi Lovato),Clean Bandit,Poland,2018-06,1427195,6
5386,Nevermind,Dennis Lloyd,Poland,2018-06,1177442,7
5387,8 kobiet - Remix,"TACONAFIDE, Quebonafide, Taco Hemingway, Bedoes",Poland,2018-06,1101126,8
5388,Youngblood,5 Seconds of Summer,Poland,2018-06,1099238,9
5389,no tears left to cry,Ariana Grande,Poland,2018-06,1088741,10
5390,Ona By Tak Chciała,Ronnie Ferrari,Poland,2019-09,3466389,1
5391,Dance Monkey,Tones And I,Poland,2019-09,2579825,2
5392,W PIĄTKI LEŻĘ W WANNIE,"Taco Hemingway, Dawid Podsiadło",Poland,2019-09,2381144,3
5393,Señorita,"Shawn Mendes, Camila Cabello",Poland,2019-09,2125781,4
5394,Rainman,"Tymek, Trill Pem, TEDE",Poland,2019-09,1950100,5
5395,@,chillwagon,Poland,2019-09,1869370,6
5396,hot coffee,schafter,Poland,2019-09,1848955,7
5397,LECI NOWY FUTURE,Taco Hemingway,Poland,2019-09,1682955,8
5398,Trofea,Dawid Podsiadło,Poland,2019-09,1569525,9
5399,Język ciała,"Tymek, Big Scythe",Poland,2019-09,1505700,10
5400,The Box,Roddy Ricch,Romania,2020-03,389959,1
5401,Roses - Imanbek Remix,SAINt JHN,Romania,2020-03,332620,2
5402,Blinding Lights,The Weeknd,Romania,2020-03,316993,3
5403,Godzilla (feat. Juice WRLD),Eminem,Romania,2020-03,272650,4
5404,Miami Bici,Killa Fonic,Romania,2020-03,233416,5
5405,Pala Mande,"Azteca, Ian",Romania,2020-03,230112,6
5406,Dau Moda,"Jador, Lino Golden",Romania,2020-03,226876,7
5407,Don't Start Now,Dua Lipa,Romania,2020-03,226548,8
5408,Falling,Trevor Daniel,Romania,2020-03,219003,9
5409,Dance Monkey,Tones And I,Romania,2020-03,200208,10
5410,TKN (feat. Travis Scott),ROSALÍA,Romania,2020-07,308082,1
5411,ROCKSTAR (feat. Roddy Ricch),DaBaby,Romania,2020-07,291302,2
5412,Roses - Imanbek Remix,SAINt JHN,Romania,2020-07,287511,3
5413,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",Romania,2020-07,281926,4
5414,Blinding Lights,The Weeknd,Romania,2020-07,252519,5
5415,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Romania,2020-07,248863,6
5416,Gang În Sus,"Nane, Oscar, Super Ed",Romania,2020-07,234042,7
5417,Breaking Me,"Topic, A7S",Romania,2020-07,212584,8
5418,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Romania,2020-07,211962,9
5419,HIGHEST IN THE ROOM,Travis Scott,Romania,2020-07,207400,10
5420,ICE (feat. MORGENSHTERN),MORGENSHTERN,Russia,2020-08,1309510,1
5421,Дежавю,kizaru,Russia,2020-08,1285788,2
5422,Cadillac,"MORGENSHTERN, Eldzhey",Russia,2020-08,1273816,3
5423,Fendi,Rakhim,Russia,2020-08,1225765,4
5424,Blinding Lights,The Weeknd,Russia,2020-08,1134066,5
5425,Dynamite,BTS,Russia,2020-08,1007924,6
5426,Friendly Fire - Prod. Avepack,Boulevard Depo,Russia,2020-08,992925,7
5427,Меня не будет,"ANIKV, SALUKI",Russia,2020-08,971453,8
5428,X.O,"The Limba, Andro",Russia,2020-08,969905,9
5429,Minor,Miyagi & Andy Panda,Russia,2020-08,946383,10
5430,وناسه,DJ-MK,Saudi Arabia,2020-07,1109252,1
5431,عشق,Faisal Abdulkareem,Saudi Arabia,2020-07,395644,2
5432,طرشوله,Queen G,Saudi Arabia,2020-07,369587,3
5433,ROCKSTAR (feat. Roddy Ricch),DaBaby,Saudi Arabia,2020-07,323584,4
5434,Rouh W Nsani,Yasmeen,Saudi Arabia,2020-07,291418,5
5435,goosebumps,Travis Scott,Saudi Arabia,2020-07,284552,6
5436,Toosie Slide,Drake,Saudi Arabia,2020-07,268103,7
5437,Dance Monkey,Tones And I,Saudi Arabia,2020-07,261248,8
5438,SICKO MODE,Travis Scott,Saudi Arabia,2020-07,256999,9
5439,Warqa,Saif Amer,Saudi Arabia,2020-07,252443,10
5440,شيل البيض,Barry,Saudi Arabia,2020-12,551628,1
5441,Yeshbahak Galbi,Aseel Hameem,Saudi Arabia,2020-12,481664,2
5442,أجمل غرامي,Abdullah Al Farwan,Saudi Arabia,2020-12,406937,3
5443,La Oalef La,Yousif Al Sumaidaie,Saudi Arabia,2020-12,310352,4
5444,وناسه,DJ-MK,Saudi Arabia,2020-12,283299,5
5445,تستحق الانتظار,"Fahed Bin Fasla, فالح بن فصلا",Saudi Arabia,2020-12,246468,6
5446,Dynamite,BTS,Saudi Arabia,2020-12,239386,7
5447,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Saudi Arabia,2020-12,236040,8
5448,Mood (feat. iann dior),24kGoldn,Saudi Arabia,2020-12,230972,9
5449,Pablo,Bbnbooda,Saudi Arabia,2020-12,228973,10
5450,Shape of You,Ed Sheeran,Singapore,2017-01,1716314,1
5451,Say You Won't Let Go,James Arthur,Singapore,2017-01,1192295,2
5452,Closer,"The Chainsmokers, Halsey",Singapore,2017-01,1046743,3
5453,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Singapore,2017-01,1036217,4
5454,Castle on the Hill,Ed Sheeran,Singapore,2017-01,999664,5
5455,Starboy,"The Weeknd, Daft Punk",Singapore,2017-01,988765,6
5456,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Singapore,2017-01,923268,7
5457,Bad Things (with Camila Cabello),Machine Gun Kelly,Singapore,2017-01,866253,8
5458,Don't Wanna Know,"Maroon 5, Kendrick Lamar",Singapore,2017-01,852186,9
5459,Paris,The Chainsmokers,Singapore,2017-01,799555,10
5460,All The Stars (with SZA),Kendrick Lamar,Singapore,2018-03,1309478,1
5461,FRIENDS,"Marshmello, Anne-Marie",Singapore,2018-03,1193687,2
5462,The Middle,"Zedd, Maren Morris, Grey",Singapore,2018-03,1142526,3
5463,Rewrite The Stars,"Zac Efron, Zendaya",Singapore,2018-03,1096146,4
5464,God's Plan,Drake,Singapore,2018-03,1057676,5
5465,IDGAF,Dua Lipa,Singapore,2018-03,1025881,6
5466,Mine,Bazzi,Singapore,2018-03,916507,7
5467,Never Be the Same,Camila Cabello,Singapore,2018-03,910356,8
5468,Psycho (feat. Ty Dolla $ign),Post Malone,Singapore,2018-03,884437,9
5469,Wolves,"Selena Gomez, Marshmello",Singapore,2018-03,866683,10
5470,Girls Like You (feat. Cardi B),Maroon 5,Singapore,2018-07,1465610,1
5471,In My Feelings,Drake,Singapore,2018-07,1442666,2
5472,DDU-DU DDU-DU - KR Ver.,BLACKPINK,Singapore,2018-07,1176710,3
5473,Ocean (feat. Khalid),Martin Garrix,Singapore,2018-07,1119237,4
5474,Solo (feat. Demi Lovato),Clean Bandit,Singapore,2018-07,1032584,5
5475,Rise,"Jonas Blue, Jack & Jack",Singapore,2018-07,989271,6
5476,2002,Anne-Marie,Singapore,2018-07,970960,7
5477,Youngblood,5 Seconds of Summer,Singapore,2018-07,813489,8
5478,Born To Be Yours,"Kygo, Imagine Dragons",Singapore,2018-07,720397,9
5479,no tears left to cry,Ariana Grande,Singapore,2018-07,713206,10
5480,In My Mind,"Dynoro, Gigi D'Agostino",Slovakia,2018-08,211086,1
5481,In My Feelings,Drake,Slovakia,2018-08,155567,2
5482,Solo (feat. Demi Lovato),Clean Bandit,Slovakia,2018-08,144525,3
5483,Rise,"Jonas Blue, Jack & Jack",Slovakia,2018-08,139583,4
5484,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,Slovakia,2018-08,137810,5
5485,Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",Slovakia,2018-08,120853,6
5486,No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",Slovakia,2018-08,117019,7
5487,Girls Like You (feat. Cardi B),Maroon 5,Slovakia,2018-08,116488,8
5488,Eastside (with Halsey & Khalid),benny blanco,Slovakia,2018-08,109848,9
5489,Natural,Imagine Dragons,Slovakia,2018-08,96235,10
5490,Roses - Imanbek Remix,SAINt JHN,Slovakia,2020-06,266934,1
5491,Blinding Lights,The Weeknd,Slovakia,2020-06,251498,2
5492,GOOBA,6ix9ine,Slovakia,2020-06,232069,3
5493,Niekde V Oblakoch,Saul,Slovakia,2020-06,200103,4
5494,Breaking Me,"Topic, A7S",Slovakia,2020-06,197020,5
5495,ROCKSTAR (feat. Roddy Ricch),DaBaby,Slovakia,2020-06,196780,6
5496,Ahoj Ahoj Čo Ty,Separ,Slovakia,2020-06,170523,7
5497,Viac,"Nerieš, Separ",Slovakia,2020-06,168443,8
5498,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Slovakia,2020-06,156910,9
5499,Watermelon Sugar,Harry Styles,Slovakia,2020-06,152450,10
5500,drivers license,Olivia Rodrigo,Slovakia,2021-01,257256,1
5501,The Business,Tiësto,Slovakia,2021-01,243063,2
5502,Paradise (feat. Dermot Kennedy),MEDUZA,Slovakia,2021-01,197617,3
5503,Mood (feat. iann dior),24kGoldn,Slovakia,2021-01,195519,4
5504,Pumpa,"Ego, Sima, Ben Cristovao",Slovakia,2021-01,191628,5
5505,Astronaut In The Ocean,Masked Wolf,Slovakia,2021-01,180387,6
5506,Head & Heart (feat. MNEK),Joel Corry,Slovakia,2021-01,163379,7
5507,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Slovakia,2021-01,157191,8
5508,Zatmenie,"Ego, Stylko",Slovakia,2021-01,154034,9
5509,Blinding Lights,The Weeknd,Slovakia,2021-01,145459,10
5510,"thank u, next",Ariana Grande,South Africa,2018-11,154031,1
5511,Happier,"Marshmello, Bastille",South Africa,2018-11,136639,2
5512,Without Me,Halsey,South Africa,2018-11,129782,3
5513,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",South Africa,2018-11,115295,4
5514,Eastside (with Halsey & Khalid),benny blanco,South Africa,2018-11,114079,5
5515,Better,Khalid,South Africa,2018-11,108902,6
5516,Youngblood,5 Seconds of Summer,South Africa,2018-11,104665,7
5517,SICKO MODE,Travis Scott,South Africa,2018-11,100483,8
5518,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,South Africa,2018-11,98895,9
5519,In My Mind,"Dynoro, Gigi D'Agostino",South Africa,2018-11,94721,10
5520,The Box,Roddy Ricch,South Africa,2020-03,380655,1
5521,Blinding Lights,The Weeknd,South Africa,2020-03,355144,2
5522,Dance Monkey,Tones And I,South Africa,2020-03,290508,3
5523,Don't Start Now,Dua Lipa,South Africa,2020-03,259025,4
5524,Intentions (feat. Quavo),Justin Bieber,South Africa,2020-03,252963,5
5525,Life Is Good (feat. Drake),Future,South Africa,2020-03,244991,6
5526,eMcimbini - Live,"Kabza De Small, DJ Maphorisa, Aymos, Samthing Soweto, Mas Musiq, Myztro",South Africa,2020-03,239321,7
5527,Roses - Imanbek Remix,SAINt JHN,South Africa,2020-03,227321,8
5528,Circles,Post Malone,South Africa,2020-03,225512,9
5529,Godzilla (feat. Juice WRLD),Eminem,South Africa,2020-03,212397,10
5530,ROCKSTAR (feat. Roddy Ricch),DaBaby,South Africa,2020-07,392841,1
5531,Blinding Lights,The Weeknd,South Africa,2020-07,300880,2
5532,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",South Africa,2020-07,258785,3
5533,Roses - Imanbek Remix,SAINt JHN,South Africa,2020-07,251656,4
5534,Go Crazy,"Chris Brown, Young Thug",South Africa,2020-07,238875,5
5535,Toosie Slide,Drake,South Africa,2020-07,232565,6
5536,Come & Go (with Marshmello),Juice WRLD,South Africa,2020-07,213350,7
5537,Blueberry Faygo,Lil Mosey,South Africa,2020-07,212850,8
5538,Watermelon Sugar,Harry Styles,South Africa,2020-07,195531,9
5539,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,South Africa,2020-07,194612,10
5540,Mali Eningi,"Big Zulu, Riky Rick, Intaba Yase Dubai",South Africa,2020-12,398575,1
5541,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,South Africa,2020-12,370872,2
5542,Mood (feat. iann dior),24kGoldn,South Africa,2020-12,349065,3
5543,Uthando,"Soa Mattrix, Soulful G, Shaun 101",South Africa,2020-12,338421,4
5544,Blinding Lights,The Weeknd,South Africa,2020-12,315041,5
5545,HOLIDAY,Lil Nas X,South Africa,2020-12,296978,6
5546,Head & Heart (feat. MNEK),Joel Corry,South Africa,2020-12,280814,7
5547,The Business,Tiësto,South Africa,2020-12,272548,8
5548,positions,Ariana Grande,South Africa,2020-12,261723,9
5549,Sithi Sithi,"Reece Madlisa, Zuma, Mr JazziQ, Busta 929",South Africa,2020-12,250139,10
5550,Bad Habits,Ed Sheeran,South Africa,2021-07,591034,1
5551,Siyathandana,"Cassper Nyovest, Abidoza, Boohle",South Africa,2021-07,429524,2
5552,STAY (with Justin Bieber),The Kid LAROI,South Africa,2021-07,417282,3
5553,good 4 u,Olivia Rodrigo,South Africa,2021-07,408371,4
5554,Beggin',Måneskin,South Africa,2021-07,363629,5
5555,Kiss Me More (feat. SZA),Doja Cat,South Africa,2021-07,343652,6
5556,Banyana,"DJ Maphorisa, Tyler ICU, Sir Trill, Daliwonga, Kabza De Small",South Africa,2021-07,335619,7
5557,John Wick,"De Mthuda, Sir Trill, Da Muziqal Chef",South Africa,2021-07,321566,8
5558,Ba Xolele - 729 Street Vocal,"Dzo 729, Guyu Pane, YoungStunner",South Africa,2021-07,319956,9
5559,Izolo,"DJ Maphorisa, Tyler ICU, Visca, Madumane, Mpura, Daliwonga",South Africa,2021-07,317882,10
5560,Dynamite,BTS,South Korea,2021-02,291904,1
5561,Life Goes On,BTS,South Korea,2021-02,217511,2
5562,Lovesick Girls,BLACKPINK,South Korea,2021-02,166778,3
5563,drivers license,Olivia Rodrigo,South Korea,2021-02,157756,4
5564,Save Your Tears,The Weeknd,South Korea,2021-02,139947,5
5565,Levitating (feat. DaBaby),Dua Lipa,South Korea,2021-02,130179,6
5566,34+35,Ariana Grande,South Korea,2021-02,120895,7
5567,Blue & Grey,BTS,South Korea,2021-02,118746,8
5568,Boy With Luv (feat. Halsey),BTS,South Korea,2021-02,117757,9
5569,Blinding Lights,The Weeknd,South Korea,2021-02,113649,10
5570,Mi Gente,"J Balvin, Willy William",Spain,2017-08,8851941,1
5571,Me Rehúso,Danny Ocean,Spain,2017-08,7253127,2
5572,Una Lady Como Tú,Manuel Turizo,Spain,2017-08,6729673,3
5573,Felices los 4,Maluma,Spain,2017-08,6466648,4
5574,Mayores,"Becky G, Bad Bunny",Spain,2017-08,6440131,5
5575,Mala Mujer,C. Tangana,Spain,2017-08,5653598,6
5576,La isla del amor (feat. Maki),Demarco Flamenco,Spain,2017-08,5173060,7
5577,Bonita,"J Balvin, Jowell & Randy",Spain,2017-08,5083698,8
5578,Escápate Conmigo,"Wisin, Ozuna",Spain,2017-08,4544730,9
5579,Hey DJ,"CNCO, Yandel",Spain,2017-08,4376385,10
5580,Sin Pijama,"Becky G, Natti Natasha",Spain,2018-06,10943376,1
5581,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Spain,2018-06,10571270,2
5582,X,"Nicky Jam, J Balvin",Spain,2018-06,7472307,3
5583,Usted,"Juan Magán, Mala Rodríguez",Spain,2018-06,7395205,4
5584,La Cintura,Alvaro Soler,Spain,2018-06,7360274,5
5585,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,Spain,2018-06,7299687,6
5586,Me Niego (feat. Ozuna & Wisin),Reik,Spain,2018-06,6787060,7
5587,Lo Malo,"Aitana, Ana Guerra",Spain,2018-06,6719916,8
5588,Dura - Remix,"Daddy Yankee, Natti Natasha, Becky G, Bad Bunny",Spain,2018-06,6614978,9
5589,El Anillo,Jennifer Lopez,Spain,2018-06,6335673,10
5590,Vaina Loca,"Ozuna, Manuel Turizo",Spain,2018-09,10056213,1
5591,TELÉFONO,Aitana,Spain,2018-09,8851981,2
5592,Mujeres,"Mozart La Para, Justin Quiles",Spain,2018-09,8135663,3
5593,No Es Justo,"J Balvin, Zion & Lennox",Spain,2018-09,7882856,4
5594,BEBE,"6ix9ine, Anuel AA",Spain,2018-09,7713304,5
5595,No Me Acuerdo,"Thalia, Natti Natasha",Spain,2018-09,7160129,6
5596,Sin Pijama,"Becky G, Natti Natasha",Spain,2018-09,7144508,7
5597,Ni La Hora,"Ana Guerra, Juan Magán",Spain,2018-09,7061378,8
5598,Usted,"Juan Magán, Mala Rodríguez",Spain,2018-09,6760417,9
5599,Ya No Quiero Ná,Lola Indigo,Spain,2018-09,6368502,10
5600,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Spain,2019-08,18306117,1
5601,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Spain,2019-08,11520194,2
5602,Callaita,"Bad Bunny, Tainy",Spain,2019-08,9626037,3
5603,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Spain,2019-08,7916680,4
5604,LA CANCIÓN,"J Balvin, Bad Bunny",Spain,2019-08,7782126,5
5605,Lola Bunny,"Lola Indigo, Don Patricio",Spain,2019-08,7780237,6
5606,Señorita,"Shawn Mendes, Camila Cabello",Spain,2019-08,7568523,7
5607,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",Spain,2019-08,7370219,8
5608,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",Spain,2019-08,7156574,9
5609,QUE PRETENDES,"J Balvin, Bad Bunny",Spain,2019-08,6989289,10
5610,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Spain,2019-10,10616710,1
5611,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",Spain,2019-10,8668474,2
5612,Adicto (with Anuel AA & Ozuna),Tainy,Spain,2019-10,8432899,3
5613,Te Quemaste,"Manuel Turizo, Anuel AA",Spain,2019-10,7849866,4
5614,Fantasias,"Rauw Alejandro, Farruko",Spain,2019-10,7688847,5
5615,Goteo,Duki,Spain,2019-10,7526512,6
5616,Si Te Vas,"Sech, Ozuna",Spain,2019-10,6632429,7
5617,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",Spain,2019-10,6451002,8
5618,De Tranquilote,"Danny Romero, Lérica",Spain,2019-10,6321960,9
5619,No Te Debí Besar,"C. Tangana, Paloma Mami",Spain,2019-10,5988004,10
5620,Tusa,"KAROL G, Nicki Minaj",Spain,2020-03,13555924,1
5621,La Difícil,Bad Bunny,Spain,2020-03,12354637,2
5622,Rojo,J Balvin,Spain,2020-03,11525947,3
5623,Tattoo,Rauw Alejandro,Spain,2020-03,11477761,4
5624,Diosa,Myke Towers,Spain,2020-03,9904625,5
5625,Morado,J Balvin,Spain,2020-03,9754333,6
5626,Ignorantes,"Bad Bunny, Sech",Spain,2020-03,8956774,7
5627,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Spain,2020-03,8713528,8
5628,Keii,Anuel AA,Spain,2020-03,8240930,9
5629,Medusa,"Jhay Cortez, Anuel AA, J Balvin",Spain,2020-03,7506876,10
5630,DÁKITI,"Bad Bunny, Jhay Cortez",Spain,2020-11,28781879,1
5631,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",Spain,2020-11,23387183,2
5632,La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",Spain,2020-11,13263964,3
5633,Demasiadas Mujeres,C. Tangana,Spain,2020-11,11184956,4
5634,Mi Niña,"Wisin, Myke Towers, Los Legendarios",Spain,2020-11,9377958,5
5635,Problemas,Paris Boy,Spain,2020-11,9049851,6
5636,La Luz,"Sech, J Balvin",Spain,2020-11,8758197,7
5637,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Spain,2020-11,8237776,8
5638,Despeinada,"Ozuna, Camilo",Spain,2020-11,8151673,9
5639,A Un Paso De La Luna,"Ana Mena, Rocco Hunt",Spain,2020-11,8062290,10
5640,God's Plan,Drake,Sweden,2018-02,5562930,1
5641,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Sweden,2018-02,4237396,2
5642,River (feat. Ed Sheeran),Eminem,Sweden,2018-02,3646700,3
5643,rockstar,"Post Malone, 21 Savage",Sweden,2018-02,3274393,4
5644,Pray For Me (with Kendrick Lamar),The Weeknd,Sweden,2018-02,3266950,5
5645,Toppen av ett berg,"Petter, Madi Banja",Sweden,2018-02,3251681,6
5646,Sick Boy,The Chainsmokers,Sweden,2018-02,2955357,7
5647,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,Sweden,2018-02,2942012,8
5648,Mine,Bazzi,Sweden,2018-02,2924660,9
5649,All The Stars (with SZA),Kendrick Lamar,Sweden,2018-02,2844104,10
5650,Shivers,Ed Sheeran,Sweden,2021-10,5037947,1
5651,Easy On Me,Adele,Sweden,2021-10,4295851,2
5652,STAY (with Justin Bieber),The Kid LAROI,Sweden,2021-10,4167221,3
5653,Bad Habits,Ed Sheeran,Sweden,2021-10,3971210,4
5654,Räkna dagar,Hov1,Sweden,2021-10,3810486,5
5655,SOM DOM,Sarettii,Sweden,2021-10,3775778,6
5656,DANSA,"Einár, ADAAM",Sweden,2021-10,3615597,7
5657,Eld & lågor,Victor Leksell,Sweden,2021-10,3399489,8
5658,Heat Waves,Glass Animals,Sweden,2021-10,3052386,9
5659,TOPP,"ADAAM, VC Barre",Sweden,2021-10,2995540,10
5660,rockstar,"Post Malone, 21 Savage",Switzerland,2017-11,982394,1
5661,Havana,"Camila Cabello, Young Thug",Switzerland,2017-11,840554,2
5662,Dusk Till Dawn - Radio Edit,"ZAYN, Sia",Switzerland,2017-11,692212,3
5663,Perfect,Ed Sheeran,Switzerland,2017-11,652360,4
5664,Was du Liebe nennst,Bausa,Switzerland,2017-11,650972,5
5665,What Lovers Do (feat. SZA),Maroon 5,Switzerland,2017-11,601834,6
5666,New Rules,Dua Lipa,Switzerland,2017-11,600556,7
5667,Stargazing,"Kygo, Justin Jesso",Switzerland,2017-11,589273,8
5668,Wolves,"Selena Gomez, Marshmello",Switzerland,2017-11,585664,9
5669,Too Good At Goodbyes,Sam Smith,Switzerland,2017-11,571243,10
5670,Señorita,"Shawn Mendes, Camila Cabello",Switzerland,2019-08,1570336,1
5671,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",Switzerland,2019-08,1135581,2
5672,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Switzerland,2019-08,834055,3
5673,Beautiful People (feat. Khalid),Ed Sheeran,Switzerland,2019-08,772861,4
5674,Eiskalt,"Loredana, Mozzik",Switzerland,2019-08,772589,5
